case_id	taxa	nucleotide_columns	distinct_aligned_sequences	informative_nucleotide_columns	diagnostic_fit_completed	copy_caveat	fcs_omission_status	remaining_taxa_after_fcs_omission	target_original_dS_review_label	multistart_refit_completed	case_specific_review_flags	selection_eligibility	remaining_general_requirements
Candida__5005215at2759__code12	4	1665	4	151	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.864520690329972	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Candida__5005274at2759__code12	4	960	4	59	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.33125536815767426	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Candida__5005697at2759__code12	4	1380	4	136	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.2084199662838742	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Candida__5005750at2759__code12	4	465	4	31	True	none_recorded	unchanged_by_declared_fcs_omission	4	8.062004307416434	False	tree_parameter_boundary_warning	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Candida__5005892at2759__code12	4	1065	4	90	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.0736387063690778	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Candida__5006326at2759__code12	4	1749	4	140	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.6481913413878383	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Candida__5011777at2759__code12	4	1770	4	203	True	none_recorded	unchanged_by_declared_fcs_omission	4	2.0084130724714204	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Candida__5013067at2759__code12	4	990	4	66	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.649917899286016	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Candida__5013259at2759__code12	4	486	4	29	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.6267129706881992	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Candida__5013539at2759__code12	4	840	4	31	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.43692183310543986	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Candida__5013726at2759__code12	4	549	4	18	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.7717315786358026	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Candida__5014007at2759__code12	4	1557	4	144	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.9409756046342176	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Candida__5015403at2759__code12	4	1245	4	158	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.83499440188295	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Candida__5015647at2759__code12	4	2409	4	179	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.8934433295967202	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Candida__5015712at2759__code12	4	1185	4	124	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.8556223765441588	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Candida__5015742at2759__code12	4	1032	4	120	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.7617021310522138	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Candida__5015876at2759__code12	4	1482	4	139	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.9649653637563363	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Candida__5017019at2759__code12	4	1188	4	121	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.1918275303381751	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Candida__5018803at2759__code12	4	2436	4	239	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.7988131323274044	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Candida__529759at2759__code12	4	732	4	47	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.5181227930556708	False	tree_parameter_boundary_warning	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Candida__530014at2759__code12	4	2556	4	190	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.8411648763599896	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Candida__538728at2759__code12	4	1062	4	107	True	none_recorded	unchanged_by_declared_fcs_omission	4	2.208092658242807	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Candida__538952at2759__code12	4	1251	4	117	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.2661453152758568	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Candida__539632at2759__code12	4	897	4	77	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.6242251482200337	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Candida__540946at2759__code12	4	1161	4	104	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.863523766748875	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Candida__541070at2759__code12	4	663	4	46	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.892299918282544	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Candida__554735at2759__code12	4	759	4	44	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.6220940647892085	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Candida__649304at2759__code12	4	915	4	109	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.9781129347713252	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Candida__707076at2759__code12	4	792	4	39	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.5754505002261613	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Candida__707202at2759__code12	4	1071	4	96	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.9564874258017452	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Candida__727964at2759__code12	4	1278	4	123	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.063455190164956	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Candida__730114at2759__code12	4	1500	4	98	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.6355388162169843	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Candida__776280at2759__code12	4	1368	4	113	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.2779095777275002	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Candida__801816at2759__code12	4	555	4	35	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.1442023134919599	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Colletotrichum__115730at2759__code1	10	966	10	124	True	none_recorded	unchanged_by_declared_fcs_omission	10	0.2924371571401471	False	near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Colletotrichum__129234at2759__code1	10	567	9	76	True	none_recorded	unchanged_by_declared_fcs_omission	10	0.6585432413021252	False	near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Colletotrichum__160487at2759__code1	10	2637	10	470	True	none_recorded	unchanged_by_declared_fcs_omission	10	0.41353371459033533	False	near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Colletotrichum__201273at2759__code1	8	777	8	151	True	none_recorded	unchanged_by_declared_fcs_omission	8	2.5290358531247903	False	near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Colletotrichum__207567at2759__code1	10	537	9	59	True	none_recorded	unchanged_by_declared_fcs_omission	10	0.30542734594943893	False	near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Colletotrichum__260326at2759__code1	10	504	10	93	True	none_recorded	unchanged_by_declared_fcs_omission	10	0.4368749333255479	False	near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Colletotrichum__2852757at2759__code1	9	1479	9	213	True	none_recorded	unchanged_by_declared_fcs_omission	9	0.3792420009674931	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Colletotrichum__288615at2759__code1	9	1986	9	346	True	none_recorded	unchanged_by_declared_fcs_omission	9	0.6093869870001843	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Colletotrichum__319730at2759__code1	9	1338	9	137	True	none_recorded	unchanged_by_declared_fcs_omission	9	0.4317542980367556	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Colletotrichum__340246at2759__code1	10	2085	10	436	True	none_recorded	unchanged_by_declared_fcs_omission	10	0.3579318294277123	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Colletotrichum__345792at2759__code1	10	897	10	146	True	none_recorded	unchanged_by_declared_fcs_omission	10	0.30776360035431033	False	tree_parameter_boundary_warning;near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Colletotrichum__352891at2759__code1	8	756	8	77	True	none_recorded	unchanged_by_declared_fcs_omission	8	0.4056375668239158	False	near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Colletotrichum__3643464at2759__code1	10	2295	10	534	True	none_recorded	unchanged_by_declared_fcs_omission	10	0.7159231241225643	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Colletotrichum__4613677at2759__code1	10	381	10	70	True	none_recorded	unchanged_by_declared_fcs_omission	10	0.3998424417420529	False	near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Colletotrichum__4695236at2759__code1	10	3222	10	543	True	none_recorded	unchanged_by_declared_fcs_omission	10	0.4553387078650955	False	near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Colletotrichum__4747214at2759__code1	9	423	9	74	True	none_recorded	unchanged_by_declared_fcs_omission	9	0.8438896230836969	False	near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Colletotrichum__4764044at2759__code1	9	1518	9	257	True	none_recorded	unchanged_by_declared_fcs_omission	9	0.5598371176747917	False	near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Colletotrichum__4810093at2759__code1	8	2373	8	409	True	none_recorded	unchanged_by_declared_fcs_omission	8	0.6966623903357271	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Colletotrichum__4813267at2759__code1	10	2670	9	624	True	none_recorded	unchanged_by_declared_fcs_omission	10	0.7543742691209226	False	near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Colletotrichum__4823929at2759__code1	10	1251	10	309	True	none_recorded	unchanged_by_declared_fcs_omission	10	0.6030009076335023	False	near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Colletotrichum__4837017at2759__code1	10	696	10	105	True	none_recorded	unchanged_by_declared_fcs_omission	10	0.32410865918757553	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Colletotrichum__4838864at2759__code1	9	1788	9	322	True	none_recorded	unchanged_by_declared_fcs_omission	9	0.658610998649826	False	tree_nni_convergence_warning	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
