representative_input_id	cluster_input_id	source	model_id	taxon_id	protein_id	marker	species_name	study_role	major_lineage
M004521	M004893	AlphaFold	AF-A0A6A6XYU2-F1	F574789	XP_033568513.1	5004478at2759	Mytilinidion resinicola	ingroup	Ascomycota
M004521	M005056	AlphaFold	AF-A0A6A7BZQ3-F1	F147573	KAF2859978.1	5004478at2759	Piedraia hortae	ingroup	Ascomycota
M004521	M005674	AlphaFold	AF-A0A7R7VN33-F1	F182096	XP_043136240.1	5004478at2759	Aspergillus chevalieri	ingroup	Ascomycota
M004521	M008535	AlphaFold	AF-A0A9W9BFM3-F1	F2034170	XP_056027742.1	5004478at2759	Trichoderma breve	ingroup	Ascomycota
M004521	M009326	AlphaFold	AF-A0AAE1IDD3-F1	F173216	XP_062753444.1	5004478at2759	Trichoderma aggressivum	ingroup	Ascomycota
M004521	M009933	AlphaFold	AF-A0AAV9P7L4-F1	F1690608	XP_064657295.1	5004478at2759	Saxophila tyrrhenica	ingroup	Ascomycota
M004521	M010212	AlphaFold	AF-A0AB34KYU7-F1	F1052096	XP_069233309.1	5004478at2759	Cladosporium halotolerans	ingroup	Ascomycota
M004521	M011113	AlphaFold	AF-G9NMN9-F1	F63577	XP_013946340.1	5004478at2759	Trichoderma atroviride	ingroup	Ascomycota
M004521	M012987	AlphaFold	AF-W3XB02-F1	F393283	XP_007831275.1	5004478at2759	Pestalotiopsis fici	ingroup	Ascomycota
M004521	M017506	ESMFold	ESM-Sd7d374390c1add83176c025477dab5b667b8b0314274acba1642bfabe44c3e89-d662a12b8ced	F1658444	XP_049177140.1	5004478at2759	Neoarthrinium moseri	ingroup	Ascomycota
M004521	M003974	AlphaFold	AF-A0A437A2A6-F1	F97331	XP_067490807.1	5004478at2759	Arthrobotrys flagrans	ingroup	Ascomycota
M004521	M001298	AlphaFold	AF-A0A167DIQ7-F1	F796027	XP_018735437.1	5004478at2759	Sugiyamaella lignohabitans	ingroup	Ascomycota
M004521	M002223	AlphaFold	AF-A0A1U7LHJ8-F1	F48691	OLL22001.1	5004478at2759	Neolecta irregularis	ingroup	Ascomycota
M004521	M010616	AlphaFold	AF-D5GMC4-F1	F39416	XP_002841476.1	5004478at2759	Tuber melanosporum	ingroup	Ascomycota
M004521	M010981	AlphaFold	AF-G1X2X7-F1	F2813651	XP_011118839.1	5004478at2759	Orbilia oligospora	ingroup	Ascomycota
M004521	M004234	AlphaFold	AF-A0A5E8BWI0-F1	F2606893	XP_031855219.1	5004478at2759	Magnusiomyces paraingens	ingroup	Ascomycota
M004521	M005228	AlphaFold	AF-A0A6G1GB68-F1	F1341166	XP_033536914.1	5004478at2759	Eremomyces bilateralis	ingroup	Ascomycota
M004521	M005322	AlphaFold	AF-A0A6G1H058-F1	F1176130	KAF1986442.1	5004478at2759	Aulographum hederae	ingroup	Ascomycota
M004521	M003864	AlphaFold	AF-A0A420YH98-F1	F177199	RKU47240.1	5004478at2759	Coniochaeta pulveracea	ingroup	Ascomycota
M004521	M004711	AlphaFold	AF-A0A6A6UFA9-F1	F703497	KAF2670133.1	5004478at2759	Microthyrium microscopicum	ingroup	Ascomycota
M004521	M005909	AlphaFold	AF-A0A7R8AN16-F1	F1220207	XP_041557763.1	5004478at2759	Aspergillus puulaauensis	ingroup	Ascomycota
M004521	M007732	AlphaFold	AF-A0A9P6IFE3-F1	F1095194	XP_038751300.1	5004478at2759	Colletotrichum karsti	ingroup	Ascomycota
M004521	M008245	AlphaFold	AF-A0A9P9XEW3-F1	F1671311	XP_060389633.1	5004478at2759	Colletotrichum abscissum	ingroup	Ascomycota
M004521	M009577	AlphaFold	AF-A0AAJ0DSL9-F1	F1209916	XP_060305195.1	5004478at2759	Colletotrichum costaricense	ingroup	Ascomycota
M004521	M009577	AlphaFold	AF-A0AAJ0DSL9-F1	F1209934	XP_060386184.1	5004478at2759	Colletotrichum tamarilloi	ingroup	Ascomycota
M004521	M009577	AlphaFold	AF-A0AAJ0DSL9-F1	F145971	XP_049151179.1	5004478at2759	Colletotrichum lupini	ingroup	Ascomycota
M004521	M010045	AlphaFold	AF-A0AAX4IB70-F1	F34406	XP_062777485.1	5004478at2759	Colletotrichum destructivum	ingroup	Ascomycota
M004521	M011222	AlphaFold	AF-H1V9G5-F1	F80884	XP_018160930.1	5004478at2759	Colletotrichum higginsianum	ingroup	Ascomycota
M004521	M012244	AlphaFold	AF-Q5AQN2-F1	F162425	XP_682667.1	5004478at2759	Aspergillus nidulans	ingroup	Ascomycota
M004521	M005471	AlphaFold	AF-A0A6G1I4N0-F1	F703511	KAF2403240.1	5004478at2759	Trichodelitschia bisporula	ingroup	Ascomycota
M004521	M006450	AlphaFold	AF-A0A8H3FFQ3-F1	F1940652	CAF9922815.1	5004478at2759	Gomphillus americanus	ingroup	Ascomycota
M004521	M002470	AlphaFold	AF-A0A1Y2DVB6-F1	F1141098	XP_040714889.1	5004478at2759	Pseudomassariella vexata	ingroup	Ascomycota
M004521	M006462	AlphaFold	AF-A0A8H3FJD4-F1	F116794	CAF9923852.1	5004478at2759	Heterodermia speciosa	ingroup	Ascomycota
M004521	M006655	AlphaFold	AF-A0A8H4CNS7-F1	F474922	XP_045266301.1	5004478at2759	Colletotrichum gloeosporioides	ingroup	Ascomycota
M004521	M006948	AlphaFold	AF-A0A8K0L9H3-F1	F2601811	KAG8631702.1	5004478at2759	Elsinoe batatas	ingroup	Ascomycota
M004521	M000423	AlphaFold	AF-A0A0C4DYV0-F1	F148304	KLU86212.1	5004478at2759	Magnaporthiopsis poae	ingroup	Ascomycota
M004521	M001091	AlphaFold	AF-A0A146FY36-F1	F1069201	XP_041539038.1	5004478at2759	Aspergillus luchuensis	ingroup	Ascomycota
M004521	M007590	AlphaFold	AF-A0A9P4Y6W9-F1	F5116	XP_040778624.1	5004478at2759	Cryphonectria parasitica	ingroup	Ascomycota
M004521	M001438	AlphaFold	AF-A0A1B8AL99-F1	F36050	XP_044705569.1	5004478at2759	Fusarium poae	ingroup	Ascomycota
M004521	M011661	AlphaFold	AF-K3UKP5-F1	F101028	XP_009258656.1	5004478at2759	Fusarium pseudograminearum	ingroup	Ascomycota
M004521	M007965	AlphaFold	AF-A0A9P8IAG0-F1	F1670608	KAH0543681.1	5004478at2759	Glutinoglossum americanum	ingroup	Ascomycota
M004521	M006746	AlphaFold	AF-A0A8H6CEB8-F1	F560253	XP_037151136.1	5004478at2759	Letharia lupina	ingroup	Ascomycota
M004521	M008697	AlphaFold	AF-A0AA38RFR9-F1	F41990	KAJ9138857.1	5004478at2759	Pleurostoma richardsiae	ingroup	Ascomycota
M004521	M008875	AlphaFold	AF-A0AAD5RUJ9-F1	F339359	KAJ2903758.1	5004478at2759	Zalerion maritima	ingroup	Ascomycota
M004521	M007415	AlphaFold	AF-A0A9P4SAG4-F1	F703506	KAF2838252.1	5004478at2759	Patellaria atrata	ingroup	Ascomycota
M004521	M007878	AlphaFold	AF-A0A9P8DLY6-F1	F1042133	XP_044683609.1	5004478at2759	Fusarium musae	ingroup	Ascomycota
M004521	M009627	AlphaFold	AF-A0AAJ0FN11-F1	F1093897	XP_060282908.1	5004478at2759	Phialemonium atrogriseum	ingroup	Ascomycota
M004521	M010342	AlphaFold	AF-B8NL90-F1	F5059	XP_041147828.1	5004478at2759	Aspergillus flavus	ingroup	Ascomycota
M004521	M010342	AlphaFold	AF-B8NL90-F1	F5062	XP_001823756.1	5004478at2759	Aspergillus oryzae	ingroup	Ascomycota
M004521	M011286	AlphaFold	AF-I1RMN6-F1	F5518	XP_011323740.1	5004478at2759	Fusarium graminearum	ingroup	Ascomycota
M004521	M012182	AlphaFold	AF-Q4WEY6-F1	F746128	XP_748729.1	5004478at2759	Aspergillus fumigatus	ingroup	Ascomycota
M004521	M012400	AlphaFold	AF-S0DMT8-F1	F5127	XP_023425995.1	5004478at2759	Fusarium fujikuroi	ingroup	Ascomycota
M004521	M013073	AlphaFold	AF-W7M1D5-F1	F117187	XP_018751579.1	5004478at2759	Fusarium verticillioides	ingroup	Ascomycota
M004521	M013140	AlphaFold	AF-X0CPF8-F1	F5507	XP_031045609.2	5004478at2759	Fusarium oxysporum	ingroup	Ascomycota
M004521	M009091	AlphaFold	AF-A0AAD9Z5H3-F1	F209136	KAK3171766.1	5004478at2759	Lepraria neglecta	ingroup	Ascomycota
M004521	M009683	AlphaFold	AF-A0AAN6E5R0-F1	F2486360	XP_062673604.1	5004478at2759	Exophiala viscosa	ingroup	Ascomycota
M004521	M002072	AlphaFold	AF-A0A1J7JQF4-F1	F177197	OIW32168.1	5004478at2759	Coniochaeta ligniaria	ingroup	Ascomycota
M004521	M009819	AlphaFold	AF-A0AAV5QMU7-F1	F43959	XP_064852853.1	5004478at2759	Saccharomycopsis crataegensis	ingroup	Ascomycota
M004521	M001701	AlphaFold	AF-A0A1E3P331-F1	F4927	XP_019039096.1	5004478at2759	Hansenula anomala	ingroup	Ascomycota
M004521	M010376	AlphaFold	AF-C1GSP5-F1	F1048829	XP_015701283.1	5004478at2759	Paracoccidioides lutzii	ingroup	Ascomycota
M004521	M007117	AlphaFold	AF-A0A9P4IPT6-F1	F1504668	KAF2103474.1	5004478at2759	Rhizodiscina lignyota	ingroup	Ascomycota
M004521	M010721	AlphaFold	AF-E4V5X3-F1	F63402	XP_003169605.1	5004478at2759	Nannizzia gypsea	ingroup	Ascomycota
M004521	M012005	AlphaFold	AF-P38333-F1	F4932	NP_009806.3	5004478at2759	Saccharomyces cerevisiae	ingroup	Ascomycota
M004521	M000684	AlphaFold	AF-A0A0H5CKT9-F1	F4903	XP_020070902.1	5004478at2759	Williopsis jadinii	ingroup	Ascomycota
M004521	M008088	AlphaFold	AF-A0A9P8Q393-F1	F599730	KAH3683432.1	5004478at2759	Waltiozyma pijperi	ingroup	Ascomycota
M004521	M009755	AlphaFold	AF-A0AAV4ZZB8-F1	F1419009	GJJ07694.1	5004478at2759	Clathrus columnatus	ingroup	Basidiomycota
M004521	M011609	AlphaFold	AF-J8Q4S4-F1	F706196	EJS44693.1	5004478at2759	Saccharomyces arboricola	ingroup	Ascomycota
M004521	M012572	AlphaFold	AF-S3CQ13-F1	F61273	EPE08673.1	5004478at2759	Ophiostoma piceae	ingroup	Ascomycota
M004521	M010929	AlphaFold	AF-F0XUT8-F1	F226899	XP_014168271.1	5004478at2759	Leptographium clavigerum	ingroup	Ascomycota
M004521	M012764	AlphaFold	AF-W1QIY0-F1	F1005962	XP_013935743.1	5004478at2759	Ogataea parapolymorpha	ingroup	Ascomycota
M004521	M012911	AlphaFold	AF-W2SF65-F1	F293227	XP_008711390.1	5004478at2759	Cyphellophora europaea	ingroup	Ascomycota
M004521	M008947	AlphaFold	AF-A0AAD9HX28-F1	F1825666	KAK2066981.1	5004478at2759	Phyllachora maydis	ingroup	Ascomycota
M004521	M016418	ESMFold	ESM-S9e39af0f4a6fcdcd78704c783e75c2191acbd07580bc38300a6cbb9a40e8069c-d662a12b8ced	F5022	XP_003842104.2	5004478at2759	Plenodomus lingam	ingroup	Ascomycota
M004521	M014492	ESMFold	ESM-S3f950de6c1931fe796c59ec733453af1aad2298c9120588b3130874b0d4ffa88-d662a12b8ced	F195108	XP_053003963.1	5004478at2759	Fusarium falciforme	ingroup	Ascomycota
M004521	M017409	ESMFold	ESM-Sd262dd07b5dfff4be82383407d16a640a2bda73ba0f40789631bd864ee22aff4-d662a12b8ced	F5479	KAL6450548.1	5004478at2759	Candida maltosa	ingroup	Ascomycota
M004521	M018027	ESMFold	ESM-Sf397f13c395da16e95bb477766f77a86301463c241722516a3eb52eae8a3208d-d662a12b8ced	F2748771	KAF7978307.1	5004478at2759	Athelia sp. TMB	ingroup	Basidiomycota
M004532	M004532	AlphaFold	AF-A0A6A6QCT4-F1	F390894	KAF2489899.1	5005274at2759	Lophium mytilinum	ingroup	Ascomycota
M004532	M002088	AlphaFold	AF-A0A1J9QMN7-F1	F236234	XP_020126005.1	5005274at2759	Diplodia corticola	ingroup	Ascomycota
M004532	M003700	AlphaFold	AF-A0A384JRI2-F1	F40559	XP_024550532.1	5005274at2759	Botrytis cinerea	ingroup	Ascomycota
M004532	M003992	AlphaFold	AF-A0A437A668-F1	F97331	XP_067492064.1	5005274at2759	Arthrobotrys flagrans	ingroup	Ascomycota
M004532	M004279	AlphaFold	AF-A0A6A6AXL1-F1	F462254	XP_033391235.1	5005274at2759	Aplosporella prunicola	ingroup	Ascomycota
M004532	M004411	AlphaFold	AF-A0A6A6NNA4-F1	F578093	KAF2453235.1	5005274at2759	Lineolata rhizophorae	ingroup	Ascomycota
M004532	M004930	AlphaFold	AF-A0A6A6YCE2-F1	F574789	XP_033573460.1	5005274at2759	Mytilinidion resinicola	ingroup	Ascomycota
M004532	M005353	AlphaFold	AF-A0A6G1HA00-F1	F1176130	KAF1989887.1	5005274at2759	Aulographum hederae	ingroup	Ascomycota
M004532	M005415	AlphaFold	AF-A0A6G1HSC2-F1	F703511	KAF2398824.1	5005274at2759	Trichodelitschia bisporula	ingroup	Ascomycota
M004532	M006155	AlphaFold	AF-A0A8E2EDE0-F1	F741139	OCK81876.1	5005274at2759	Lepidopterella palustris	ingroup	Ascomycota
M004532	M006192	AlphaFold	AF-A0A8E2ENH9-F1	F574774	OCL01733.1	5005274at2759	Glonium stellatum	ingroup	Ascomycota
M004532	M000617	AlphaFold	AF-A0A0G2GWV1-F1	F158046	KKY21160.1	5005274at2759	Phaeomoniella chlamydospora	ingroup	Ascomycota
M004532	M012225	AlphaFold	AF-Q4WVJ0-F1	F746128	XP_753424.1	5005274at2759	Aspergillus fumigatus	ingroup	Ascomycota
M004532	M001202	AlphaFold	AF-A0A163JUT8-F1	F5454	XP_038798457.1	5005274at2759	Ascochyta rabiei	ingroup	Ascomycota
M004532	M001497	AlphaFold	AF-A0A1B8G8D7-F1	F342668	XP_018125829.1	5005274at2759	Pseudogymnoascus verrucosus	ingroup	Ascomycota
M004532	M005237	AlphaFold	AF-A0A6G1GD20-F1	F1341166	XP_033537431.1	5005274at2759	Eremomyces bilateralis	ingroup	Ascomycota
M004532	M010711	AlphaFold	AF-E4V3M2-F1	F63402	XP_003170359.1	5005274at2759	Nannizzia gypsea	ingroup	Ascomycota
M004536	M004536	AlphaFold	AF-A0A6A6QFC1-F1	F390894	KAF2491095.1	5006412at2759	Lophium mytilinum	ingroup	Ascomycota
M004536	M004950	AlphaFold	AF-A0A6A6YLH8-F1	F574789	XP_033576624.1	5006412at2759	Mytilinidion resinicola	ingroup	Ascomycota
M004536	M004331	AlphaFold	AF-A0A6A6BEZ7-F1	F462254	XP_033398358.1	5006412at2759	Aplosporella prunicola	ingroup	Ascomycota
M004536	M006149	AlphaFold	AF-A0A8E2EBU4-F1	F741139	OCK80891.1	5006412at2759	Lepidopterella palustris	ingroup	Ascomycota
M004536	M006221	AlphaFold	AF-A0A8E2EX94-F1	F574774	OCL06594.1	5006412at2759	Glonium stellatum	ingroup	Ascomycota
M004536	M007106	AlphaFold	AF-A0A9P4IMH8-F1	F1504668	KAF2100846.1	5006412at2759	Rhizodiscina lignyota	ingroup	Ascomycota
M004537	M004537	AlphaFold	AF-A0A6A6QFC8-F1	F390894	KAF2490746.1	4977163at2759	Lophium mytilinum	ingroup	Ascomycota
M004537	M006131	AlphaFold	AF-A0A8E2E6G8-F1	F741139	OCK78058.1	4977163at2759	Lepidopterella palustris	ingroup	Ascomycota
M004537	M004949	AlphaFold	AF-A0A6A6YL88-F1	F574789	XP_033576273.1	4977163at2759	Mytilinidion resinicola	ingroup	Ascomycota
M004537	M009087	AlphaFold	AF-A0AAD9Z4E6-F1	F209136	KAK3171274.1	4977163at2759	Lepraria neglecta	ingroup	Ascomycota
M004537	M007175	AlphaFold	AF-A0A9P4J5Z2-F1	F147570	KAF2153033.1	4977163at2759	Myriangium duriaei	ingroup	Ascomycota
M004547	M004547	AlphaFold	AF-A0A6A6QIG5-F1	F390894	KAF2492228.1	5001473at2759	Lophium mytilinum	ingroup	Ascomycota
M004578	M004578	AlphaFold	AF-A0A6A6QVK6-F1	F390894	KAF2496548.1	530740at2759	Lophium mytilinum	ingroup	Ascomycota
M004578	M004892	AlphaFold	AF-A0A6A6XYA9-F1	F574789	XP_033568510.1	530740at2759	Mytilinidion resinicola	ingroup	Ascomycota
M004594	M004594	AlphaFold	AF-A0A6A6QYE5-F1	F390894	KAF2497475.1	5001734at2759	Lophium mytilinum	ingroup	Ascomycota
M004598	M004598	AlphaFold	AF-A0A6A6QZ72-F1	F390894	KAF2497060.1	776280at2759	Lophium mytilinum	ingroup	Ascomycota
M004598	M015851	ESMFold	ESM-S826c54652021b97a78ecf0f70e0d44bf11ec7eecff2f401f61a3124bf0910d30-d662a12b8ced	F2024903	KAK8196733.1	776280at2759	Zalaria obscura	ingroup	Ascomycota
M004598	M016188	ESMFold	ESM-S9404bda6b853e4ce927af08438dd81a629a96a9b233e5b1bfb0328124a1200a3-d662a12b8ced	F364730	KAL9092328.1	776280at2759	Trypethelium subeluteriae	ingroup	Ascomycota
M005120	M005120	AlphaFold	AF-A0A6A7C902-F1	F147573	KAF2863465.1	5005010at2759	Piedraia hortae	ingroup	Ascomycota
M005126	M005126	AlphaFold	AF-A0A6A7CAC2-F1	F147573	KAF2864464.1	5001660at2759	Piedraia hortae	ingroup	Ascomycota
M005127	M005127	AlphaFold	AF-A0A6A7CAE8-F1	F147573	KAF2864237.1	5006412at2759	Piedraia hortae	ingroup	Ascomycota
M005144	M005144	AlphaFold	AF-A0A6G1FRX9-F1	F1341166	XP_033530158.1	530740at2759	Eremomyces bilateralis	ingroup	Ascomycota
M005157	M005157	AlphaFold	AF-A0A6G1FV44-F1	F1341166	XP_033531264.1	5005010at2759	Eremomyces bilateralis	ingroup	Ascomycota
M005196	M005196	AlphaFold	AF-A0A6G1G4K8-F1	F1341166	XP_033534638.1	4986044at2759	Eremomyces bilateralis	ingroup	Ascomycota
M005603	M005603	AlphaFold	AF-A0A6P8BEZ9-F1	F148305	XP_030985666.1	4843824at2759	Pyricularia grisea	ingroup	Ascomycota
M005603	M006683	AlphaFold	AF-A0A8H4CZ73-F1	F474922	XP_045271425.1	4843824at2759	Colletotrichum gloeosporioides	ingroup	Ascomycota
M005603	M007815	AlphaFold	AF-A0A9P6PQI0-F1	F1343610	KAG0249963.1	4843824at2759	Actinomortierella ambigua	ingroup	Mortierellomycota
M005603	M008480	AlphaFold	AF-A0A9W8V4K9-F1	F1328300	XP_052910382.1	4843824at2759	Fusarium keratoplasticum	ingroup	Ascomycota
M005603	M008480	AlphaFold	AF-A0A9W8V4K9-F1	F195108	XP_053011591.1	4843824at2759	Fusarium falciforme	ingroup	Ascomycota
M005603	M008692	AlphaFold	AF-A0AA38RE39-F1	F41990	KAJ9137912.1	4843824at2759	Pleurostoma richardsiae	ingroup	Ascomycota
M005603	M000217	AlphaFold	AF-A0A084FY39-F1	F563466	XP_016639800.1	4843824at2759	Scedosporium apiospermum	ingroup	Ascomycota
M005603	M003039	AlphaFold	AF-A0A2T3BA24-F1	F5101	XP_024723775.1	4843824at2759	Amorphotheca resinae	ingroup	Ascomycota
M005603	M003663	AlphaFold	AF-A0A384J8T2-F1	F40559	XP_001553831.1	4843824at2759	Botrytis cinerea	ingroup	Ascomycota
M005603	M004201	AlphaFold	AF-A0A5E8BIN6-F1	F2606893	XP_031853699.1	4843824at2759	Magnusiomyces paraingens	ingroup	Ascomycota
M005603	M011794	AlphaFold	AF-M3HK79-F1	F5479	KAL6453515.1	4843824at2759	Candida maltosa	ingroup	Ascomycota
M005603	M015219	ESMFold	ESM-S620eb971766888c7048ac2eee5061347111b6eb9782ef3fcb7c75c5253a4f360-d662a12b8ced	F2035830	XP_073604966.1	4843824at2759	Berkeleyomyces rouxiae	ingroup	Ascomycota
M005603	M010422	AlphaFold	AF-C1H274-F1	F1048829	XP_002793174.1	4843824at2759	Paracoccidioides lutzii	ingroup	Ascomycota
M005603	M010687	AlphaFold	AF-E4UYA5-F1	F63402	XP_003172479.1	4843824at2759	Nannizzia gypsea	ingroup	Ascomycota
M005603	M015475	ESMFold	ESM-S6f45b26e1e3da8c2c8324beffee13460c4884cbc14edbd9e2d5f9992e322f788-d662a12b8ced	F199306	XP_065979513.1	4843824at2759	Coccidioides posadasii	ingroup	Ascomycota
M005603	M017775	ESMFold	ESM-Se6820b79ea896511d1704b2cf0db3b9c842e2886073c917a1a6d189228cee0e2-d662a12b8ced	F72144	XP_070868496.1	4843824at2759	Remersonia thermophila	ingroup	Ascomycota
M005603	M010955	AlphaFold	AF-F7VKK0-F1	F5147	XP_003351701.1	4843824at2759	Sordaria macrospora	ingroup	Ascomycota
M005603	M013686	ESMFold	ESM-S1873d6ee2730c88c64b809234c4bf98783c20f770c9ce75a963fda4db4fd7a2a-d662a12b8ced	F91930	KAN0730770.1	4843824at2759	Coniochaeta hoffmannii	ingroup	Ascomycota
M005603	M015388	ESMFold	ESM-S6a9c77d6ee0562b4758f9112eb3157de21675e6d9ee4e6b8e5499680e26c744d-d662a12b8ced	F5606	XP_019024880.1	4843824at2759	Saitoella complicata	ingroup	Ascomycota
M005603	M016983	ESMFold	ESM-Sbc2b9c8aff6e3bd306c60e6cc77e80be8b37286cd583d466c06e63ae3247558e-d662a12b8ced	F1116844	KAI9824239.1	4843824at2759	Thelocarpon impressellum	ingroup	Ascomycota
M005603	M017323	ESMFold	ESM-Scd72e98f2d5f3b53a6b13485050d3c73bf2108eb79947ebdead4262a50a947e0-d662a12b8ced	F1174673	XP_045966410.1	4843824at2759	Morchella importuna	ingroup	Ascomycota
M005603	M018170	ESMFold	ESM-Sfa5bac06e939b52dcdb5c1a47037609244de4dfdb847a8970a859a8b65ebd63b-d662a12b8ced	F1099800	BFZ61855.1	4843824at2759	Saitoella coloradoensis	ingroup	Ascomycota
M005609	M005609	AlphaFold	AF-A0A6P8BH97-F1	F148305	XP_030986406.1	5001156at2759	Pyricularia grisea	ingroup	Ascomycota
M005609	M000154	AlphaFold	AF-A0A074XXJ5-F1	F5580	XP_029762814.1	5001156at2759	Aureobasidium pullulans	ingroup	Ascomycota
M005609	M000457	AlphaFold	AF-A0A0C4EA82-F1	F148304	KLU91016.1	5001156at2759	Magnaporthiopsis poae	ingroup	Ascomycota
M005609	M011456	AlphaFold	AF-J3PFR0-F1	F36779	XP_009228496.1	5001156at2759	Gaeumannomyces tritici	ingroup	Ascomycota
M005609	M000560	AlphaFold	AF-A0A0G2EPD8-F1	F158046	KKY24174.1	5001156at2759	Phaeomoniella chlamydospora	ingroup	Ascomycota
M005609	M001031	AlphaFold	AF-A0A146F0E1-F1	F1069201	XP_041538566.1	5001156at2759	Aspergillus luchuensis	ingroup	Ascomycota
M005609	M012224	AlphaFold	AF-Q4WUT7-F1	F746128	XP_753677.1	5001156at2759	Aspergillus fumigatus	ingroup	Ascomycota
M005609	M001403	AlphaFold	AF-A0A1B7YI18-F1	F80884	XP_018160129.1	5001156at2759	Colletotrichum higginsianum	ingroup	Ascomycota
M005609	M010036	AlphaFold	AF-A0AAX4I8W2-F1	F34406	XP_062776649.1	5001156at2759	Colletotrichum destructivum	ingroup	Ascomycota
M005609	M001990	AlphaFold	AF-A0A1J7IRJ8-F1	F177197	OIW29819.1	5001156at2759	Coniochaeta ligniaria	ingroup	Ascomycota
M005609	M002175	AlphaFold	AF-A0A1J9S141-F1	F236234	XP_020129641.1	5001156at2759	Diplodia corticola	ingroup	Ascomycota
M005609	M002526	AlphaFold	AF-A0A1Y2EHS2-F1	F1141098	XP_040720710.1	5001156at2759	Pseudomassariella vexata	ingroup	Ascomycota
M005609	M002628	AlphaFold	AF-A0A2G5HDW4-F1	F122368	XP_023450317.1	5001156at2759	Cercospora beticola	ingroup	Ascomycota
M005609	M002851	AlphaFold	AF-A0A2K1R1H5-F1	F2082308	PNS21144.1	5001156at2759	Sphaceloma murrayae	ingroup	Ascomycota
M005609	M002918	AlphaFold	AF-A0A2P4ZRJ0-F1	F398673	XP_018656518.1	5001156at2759	Trichoderma gamsii	ingroup	Ascomycota
M005609	M007859	AlphaFold	AF-A0A9P8DFB9-F1	F1042133	XP_044679950.1	5001156at2759	Fusarium musae	ingroup	Ascomycota
M005609	M008579	AlphaFold	AF-A0A9W9EC49-F1	F2034170	XP_056033002.1	5001156at2759	Trichoderma breve	ingroup	Ascomycota
M005609	M009386	AlphaFold	AF-A0AAE1M0E6-F1	F173216	XP_062753094.1	5001156at2759	Trichoderma aggressivum	ingroup	Ascomycota
M005609	M012434	AlphaFold	AF-S0DWP8-F1	F5127	XP_023429060.1	5001156at2759	Fusarium fujikuroi	ingroup	Ascomycota
M005609	M013080	AlphaFold	AF-W7M605-F1	F117187	XP_018749080.1	5001156at2759	Fusarium verticillioides	ingroup	Ascomycota
M005609	M013918	ESMFold	ESM-S229b688b18bae6432c1c3288bbe88c1be3608a4bfb746f9beef6429972180e9a-d662a12b8ced	F63577	XP_013940120.2	5001156at2759	Trichoderma atroviride	ingroup	Ascomycota
M005609	M003038	AlphaFold	AF-A0A2T3B9G7-F1	F5101	XP_024723529.1	5001156at2759	Amorphotheca resinae	ingroup	Ascomycota
M005609	M003592	AlphaFold	AF-A0A370TT00-F1	F2656787	XP_031871317.1	5001156at2759	Venustampulla echinocandica	ingroup	Ascomycota
M005609	M003660	AlphaFold	AF-A0A384J7E4-F1	F40559	XP_001555820.2	5001156at2759	Botrytis cinerea	ingroup	Ascomycota
M005609	M003795	AlphaFold	AF-A0A420Y088-F1	F177199	RKU41341.1	5001156at2759	Coniochaeta pulveracea	ingroup	Ascomycota
M005609	M004163	AlphaFold	AF-A0A5E8B3E2-F1	F2606893	XP_031851604.1	5001156at2759	Magnusiomyces paraingens	ingroup	Ascomycota
M005609	M004303	AlphaFold	AF-A0A6A6B7K2-F1	F462254	XP_033395865.1	5001156at2759	Aplosporella prunicola	ingroup	Ascomycota
M005609	M004433	AlphaFold	AF-A0A6A6NUV2-F1	F578093	KAF2455565.1	5001156at2759	Lineolata rhizophorae	ingroup	Ascomycota
M005609	M004656	AlphaFold	AF-A0A6A6TY94-F1	F703497	KAF2663634.1	5001156at2759	Microthyrium microscopicum	ingroup	Ascomycota
M005609	M004777	AlphaFold	AF-A0A6A6VTP9-F1	F470096	XP_033596403.1	5001156at2759	Pseudovirgaria hyperparasitica	ingroup	Ascomycota
M005609	M005004	AlphaFold	AF-A0A6A6Z891-F1	F574789	XP_033583459.1	5001156at2759	Mytilinidion resinicola	ingroup	Ascomycota
M005609	M004607	AlphaFold	AF-A0A6A6R1A4-F1	F390894	KAF2497207.1	5001156at2759	Lophium mytilinum	ingroup	Ascomycota
M005609	M005206	AlphaFold	AF-A0A6G1G763-F1	F1341166	XP_033535483.1	5001156at2759	Eremomyces bilateralis	ingroup	Ascomycota
M005609	M005366	AlphaFold	AF-A0A6G1HDY6-F1	F1176130	KAF1991148.1	5001156at2759	Aulographum hederae	ingroup	Ascomycota
M005609	M005712	AlphaFold	AF-A0A7R7VVN9-F1	F182096	XP_043139521.1	5001156at2759	Aspergillus chevalieri	ingroup	Ascomycota
M005609	M005923	AlphaFold	AF-A0A7R8ARU8-F1	F1220207	XP_041560982.1	5001156at2759	Aspergillus puulaauensis	ingroup	Ascomycota
M005609	M005972	AlphaFold	AF-A0A7U2N3A0-F1	F5059	XP_041148602.1	5001156at2759	Aspergillus flavus	ingroup	Ascomycota
M005609	M012077	AlphaFold	AF-Q2U3W4-F1	F5062	XP_023092906.1	5001156at2759	Aspergillus oryzae	ingroup	Ascomycota
M005609	M006165	AlphaFold	AF-A0A8E2EGH6-F1	F741139	OCK83113.1	5001156at2759	Lepidopterella palustris	ingroup	Ascomycota
M005609	M006320	AlphaFold	AF-A0A8E2JM62-F1	F574774	OCL02238.1	5001156at2759	Glonium stellatum	ingroup	Ascomycota
