catalog_source	assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	asm_submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	asm_not_live_date	assembly_type	group	genome_size	genome_size_ungapped	gc_percent	replicon_count	scaffold_count	contig_count	annotation_provider	annotation_name	annotation_date	total_gene_count	protein_coding_gene_count	non_coding_gene_count	pubmed_id	taxon_name	genus	family	order	class	phylum	kingdom	superkingdom	provisional_proteome_url	selection_status	assembly_choice_reason
refseq_fungi	GCF_000711695.1	PRJNA292597	SAMN00794506	JMSN00000000.1	reference genome	1037660	5281	Tilletiaria anomala UBC 951	strain=UBC 951	na	latest	Contig	Major	Full	2014-05-23	Tilletiaria anomala UBC 951 v1.0	DOE Joint Genome Institute	GCA_000711695.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/711/695/GCF_000711695.1_Tilletiaria_anomala_UBC_951_v1.0/	na	assembly from type material	na	haploid	fungi	18704010	18704010	56.000000	0	289	289	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2015-08-12	6869	6805	63	24926052	Tilletiaria anomala	Tilletiaria	Tilletiariaceae	Georgefischeriales	Exobasidiomycetes	Basidiomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/711/695/GCF_000711695.1_Tilletiaria_anomala_UBC_951_v1.0//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
refseq_fungi	GCF_000320785.1	PRJNA264108	SAMN01081617	ALAU00000000.1	reference genome	1130832	5286	Rhodotorula toruloides NP11	strain=NP11	na	latest	Scaffold	Major	Full	2013-04-01	RHOziaDV1.0	Dalian Institute of Chemical Physics	GCA_000320785.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/320/785/GCF_000320785.1_RHOziaDV1.0/	na	na	na	haploid	fungi	20223942	20180280	62.000000	0	94	304	Dalian Institute of Chemical Physics	Annotation submitted by Dalian Institute of Chemical Physics	2024-01-02	8171	8140	0	23047670	Rhodotorula toruloides	Rhodotorula	Sporidiobolaceae	Sporidiobolales	Microbotryomycetes	Basidiomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/320/785/GCF_000320785.1_RHOziaDV1.0//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
genbank_fungi	GCA_006352295.1	PRJNA473833	SAMN09284860	SOZI00000000.1	na	5288	5288	Rhodotorula diobovata	strain=UCD-FST 08-225	na	latest	Scaffold	Major	Full	2019-06-18	UMAN_Rdio_1.0	University of Manitoba	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/352/295/GCA_006352295.1_UMAN_Rdio_1.0/	na	na	na	haploid	fungi	21142622	21114493	67.000000	0	361	678	University of Manitoba	Annotation submitted by University of Manitoba	2019-06-18	8150	7970	173	na	Rhodotorula diobovata	Rhodotorula	Sporidiobolaceae	Sporidiobolales	Microbotryomycetes	Basidiomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/352/295/GCA_006352295.1_UMAN_Rdio_1.0//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
refseq_fungi	GCF_000149925.1	PRJNA66375	SAMN00013043	AAWC00000000.1	reference genome	418459	5297	Puccinia graminis f. sp. tritici CRL 75-36-700-3	strain=CRL 75-36-700-3	na	latest	Scaffold	Major	Full	2008-08-26	ASM14992v1	Broad Institute	GCA_000149925.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/149/925/GCF_000149925.1_ASM14992v1/	na	na	na	haploid	fungi	88644628	81521292	43.500000	0	392	4557	Broad Institute	Annotation submitted by Broad Institute	2023-11-13	16308	15799	436	na	Puccinia graminis	Puccinia	Pucciniaceae	Pucciniales	Pucciniomycetes	Basidiomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/149/925/GCF_000149925.1_ASM14992v1//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
genbank_fungi	GCA_022606095.1	PRJNA331356	SAMN05443146	JABYQL000000000.1	na	5319	5319	Irpex lacteus	strain=CCBAS Fr 238 617/93	na	latest	Contig	Major	Full	2022-03-16	Irplac1	DOE Joint Genome Institute	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/606/095/GCA_022606095.1_Irplac1/	na	na	na	haploid	fungi	47742868	47742868	50.500000	0	424	424	DOE Joint Genome Institute	Annotation submitted by DOE Joint Genome Institute	2022-03-16	15495	15316	178	33538380	Irpex lacteus	Irpex	Irpicaceae	Polyporales	Agaricomycetes	Basidiomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/606/095/GCA_022606095.1_Irplac1//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
genbank_fungi	GCA_019677325.2	PRJNA593973	SAMN13497034	WQMT00000000.2	reference genome	5321	5321	Pleurotus cornucopiae	na	CCMSSC00406	latest	Chromosome	Major	Full	2021-08-25	ASM1967732v2	Institute of Agricultural Resources and Regional Planning	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/677/325/GCA_019677325.2_ASM1967732v2/	na	na	na	haploid	fungi	32382086	31857518	51.000000	11	11	456	Institute of Agricultural Resources and Regional Planning	Annotation submitted by Institute of Agricultural Resources and Regional Planning	2021-08-25	10437	10437	0	34406836	Pleurotus cornucopiae	Pleurotus	Pleurotaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/677/325/GCA_019677325.2_ASM1967732v2//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
refseq_fungi	GCF_014466165.1	PRJNA670761	SAMN15594696	JACETU000000000.1	reference genome	5322	5322	Pleurotus ostreatus	strain=PC9	na	latest	Contig	Major	Full	2020-09-03	ASM1446616v1	Academia Sinica	GCA_014466165.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/466/165/GCF_014466165.1_ASM1446616v1/	na	na	na	haploid	fungi	34897228	34897228	51.000000	0	16	16	Academia Sinica	Annotation submitted by Academia Sinica	2023-12-29	11849	11694	155	18248422	Pleurotus ostreatus	Pleurotus	Pleurotaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/466/165/GCF_014466165.1_ASM1446616v1//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
genbank_fungi	GCA_015484515.1	PRJNA333100	SAMN05445980	JADNRH000000000.1	na	5323	5323	Pleurotus eryngii	strain=ATCC 90797	na	latest	Scaffold	Major	Full	2020-11-15	Pleery1	DOE Joint Genome Institute	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/484/515/GCA_015484515.1_Pleery1/	na	na	na	haploid	fungi	44606964	43254750	49.500000	0	609	1787	DOE Joint Genome Institute	Annotation submitted by DOE Joint Genome Institute	2020-11-24	16135	15954	175	na	Pleurotus eryngii	Pleurotus	Pleurotaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/484/515/GCA_015484515.1_Pleery1//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
refseq_fungi	GCF_000271585.1	PRJNA242547	SAMN02981287	AEJI00000000.1	reference genome	717944	5325	Trametes versicolor FP-101664 SS1	strain=FP-101664 SS1	na	latest	Scaffold	Major	Full	2012-06-22	Trametes versicolor v1.0	JGI	GCA_000271585.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/271/585/GCF_000271585.1_Trametes_versicolor_v1.0/	na	na	na	haploid	fungi	44794008	42885174	57.500000	0	283	977	JGI	Annotation submitted by JGI	2022-04-18	14562	14292	268	22745431	Trametes versicolor	Trametes	Polyporaceae	Polyporales	Agaricomycetes	Basidiomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/271/585/GCF_000271585.1_Trametes_versicolor_v1.0//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
refseq_fungi	GCF_000143185.2	PRJNA51487	SAMN02194201	ADMJ00000000.2	reference genome	578458	5334	Schizophyllum commune H4-8	strain=H4-8	na	latest	Scaffold	Major	Full	2022-05-17	Schco3	US DOE Joint Genome Institute (JGI-PGF)	GCA_000143185.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/143/185/GCF_000143185.2_Schco3/	na	na	na	haploid	fungi	38670379	38611179	57.500000	0	25	72	US DOE Joint Genome Institute (JGI-PGF)	Annotation submitted by US DOE Joint Genome Institute (JGI-PGF)	2022-08-29	16467	16187	279	20622885	Schizophyllum commune	Schizophyllum	Schizophyllaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/143/185/GCF_000143185.2_Schco3//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
refseq_fungi	GCF_000300575.1	PRJNA225500	SAMN02744070	AEOK00000000.1	reference genome	936046	5341	Agaricus bisporus var. bisporus H97	strain=H97	na	latest	Scaffold	Major	Full	2012-11-30	Agabi_varbisH97_2	JGI	GCA_000300575.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/300/575/GCF_000300575.1_Agabi_varbisH97_2/	na	na	na	haploid	fungi	30233745	30028778	46.500000	0	29	254	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2014-01-02	10606	10444	157	23045686	Agaricus bisporus	Agaricus	Agaricaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/300/575/GCF_000300575.1_Agabi_varbisH97_2//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
refseq_fungi	GCF_000182895.1	PRJNA29797	SAMN02953595	AACS00000000.2	reference genome	240176	5346	Coprinopsis cinerea okayama7#130	strain=okayama7#130	na	latest	Contig	Major	Full	2010-06-16	CC3	Broad Institute	GCA_000182895.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/182/895/GCF_000182895.1_CC3/	na	na	na	haploid	fungi	36150142	36150142	51.500000	13	67	67	Broad Institute	Annotation submitted by Broad Institute	2017-09-05	13657	13355	290	20547848	Coprinopsis cinerea	Coprinopsis	Psathyrellaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/182/895/GCF_000182895.1_CC3//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
refseq_fungi	GCF_021015755.1	PRJNA801212	SAMN08778769	JABWDW000000000.1	reference genome	5353	5353	Lentinula edodes	strain=Le(Bin) 0899 ss11	na	latest	Contig	Major	Full	2021-11-30	Lenedo1	DOE Joint Genome Institute	GCA_021015755.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/015/755/GCF_021015755.1_Lenedo1/	na	na	na	haploid	fungi	45594472	45594472	46.000000	0	128	128	DOE Joint Genome Institute	Annotation submitted by DOE Joint Genome Institute	2022-01-28	14392	14078	311	na	Lentinula edodes	Lentinula	Omphalotaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/015/755/GCF_021015755.1_Lenedo1//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
genbank_fungi	GCA_004369045.1	PRJNA265455	SAMN03159491	QPFL00000000.1	reference genome	5364	5364	Heliocybe sulcata	strain=OMC1185	na	latest	Scaffold	Major	Full	2019-03-25	Helsul1	DOE Joint Genome Institute	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/369/045/GCA_004369045.1_Helsul1/	na	na	na	haploid	fungi	31948515	31392615	53.000000	0	87	512	DOE Joint Genome Institute	Annotation submitted by DOE Joint Genome Institute	2019-04-02	12679	12569	106	30886374	Heliocybe sulcata	Heliocybe	Gloeophyllaceae	Gloeophyllales	Agaricomycetes	Basidiomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/369/045/GCA_004369045.1_Helsul1//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
refseq_fungi	GCF_003813185.1	PRJNA1151046	SAMN02744685	QKKD00000000.1	reference genome	1328758	5365	Lentinus tigrinus ALCF2SS1-7	strain=ALCF2SS1-7	na	latest	Scaffold	Major	Full	2018-11-21	Lenti7_1	DOE Joint Genome Institute	GCA_003813185.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/813/185/GCF_003813185.1_Lenti7_1/	na	na	na	haploid	fungi	39530113	39175507	56.000000	0	207	503	DOE Joint Genome Institute	Annotation submitted by DOE Joint Genome Institute	2024-09-04	15665	15364	290	na	Lentinus tigrinus	Lentinus	Polyporaceae	Polyporales	Agaricomycetes	Basidiomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/813/185/GCF_003813185.1_Lenti7_1//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
genbank_fungi	GCA_016800925.1	PRJNA333478	SAMN05443048	JABCPU000000000.1	reference genome	5383	5383	Suillus spraguei	strain=EM44	na	latest	Contig	Major	Full	2021-01-29	Suipic1	DOE Joint Genome Institute	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/800/925/GCA_016800925.1_Suipic1/	na	na	na	haploid	fungi	87086403	87086403	46.500000	0	1400	1400	DOE Joint Genome Institute	Annotation submitted by DOE Joint Genome Institute	2021-01-29	19496	19344	146	na	Suillus spraguei	Suillus	Suillaceae	Boletales	Agaricomycetes	Basidiomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/800/925/GCA_016800925.1_Suipic1//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
genbank_fungi	GCA_000827255.1	PRJNA242126	SAMN00794629	JMSM00000000.1	reference genome	930992	5384	Suillus luteus UH-Slu-Lm8-n1	strain=UH-Slu-Lm8-n1	na	latest	Scaffold	Major	Full	2015-01-26	Suilu1	DOE Joint Genome Institute	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/827/255/GCA_000827255.1_Suilu1/	na	na	na	haploid	fungi	37014302	36933838	48.000000	0	1944	2113	DOE Joint Genome Institute	Annotation submitted by DOE Joint Genome Institute	2015-01-26	18419	18303	116	25706625	Suillus luteus	Suillus	Suillaceae	Boletales	Agaricomycetes	Basidiomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/827/255/GCA_000827255.1_Suilu1//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
genbank_fungi	GCA_058224915.1	PRJNA218035	SAMN02744706	JBYDIV000000000.1	na	5414	5414	Erythrobasidium hasegawianum	strain=ATCC 9536	na	latest	Scaffold	Major	Full	2026-06-16	ASM5822491v1	DOE Joint Genome Institute	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/058/224/915/GCA_058224915.1_ASM5822491v1/	na	na	na	haploid	fungi	40686788	40515015	50.500000	0	158	274	DOE Joint Genome Institute	Annotation submitted by DOE Joint Genome Institute	2026-06-16	9521	9521	0	na	Erythrobasidium hasegawianum	Erythrobasidium	Erythrobasidiaceae	Erythrobasidiales	Cystobasidiomycetes	Basidiomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/058/224/915/GCA_058224915.1_ASM5822491v1//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
genbank_fungi	GCA_008065275.1	PRJNA475686	SAMN09399197	QKWK00000000.1	reference genome	5417	5417	Vanrija humicola	strain=CBS 4282	na	latest	Scaffold	Major	Full	2019-08-22	ASM806527v1	Ruhr-University Bochum	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/065/275/GCA_008065275.1_ASM806527v1/	na	na	na	haploid	fungi	22632906	22632800	63.000000	0	21	23	Ruhr-University Bochum	Annotation submitted by Ruhr-University Bochum	2019-08-22	4376	4376	0	31490920	Vanrija humicola	Vanrija	Trichosporonaceae	Trichosporonales	Tremellomycetes	Basidiomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/065/275/GCA_008065275.1_ASM806527v1//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
genbank_fungi	GCA_031326905.1	PRJNA500119	SAMN10362842	JAODAN000000000.1	reference genome	5418	5418	Papiliotrema laurentii	strain=5307AH	na	latest	Contig	Major	Full	2023-09-08	Papla1	DOE Joint Genome Institute	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/326/905/GCA_031326905.1_Papla1/	na	na	na	haploid	fungi	19510785	19510785	56.000000	0	24	24	DOE Joint Genome Institute	Annotation submitted by DOE Joint Genome Institute	2023-09-08	7628	7537	90	na	Papiliotrema laurentii	Papiliotrema	Rhynchogastremaceae	Tremellales	Tremellomycetes	Basidiomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/326/905/GCA_031326905.1_Papla1//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
refseq_fungi	GCF_004011695.2	PRJNA691330	SAMN10613128	na	reference genome	5454	5454	Ascochyta rabiei	na	Me14	latest	Complete Genome	Major	Full	2022-08-25	ASM401169v2	Curtin University	GCA_004011695.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/011/695/GCF_004011695.2_ASM401169v2/	na	na	na	haploid	fungi	40846718	40846718	49.000000	22	22	22	Curtin University	Annotation submitted by Curtin University	2023-09-19	11642	11525	105	32345704	Ascochyta rabiei	Ascochyta	Didymellaceae	Pleosporales	Dothideomycetes	Ascomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/011/695/GCF_004011695.2_ASM401169v2//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
genbank_fungi	GCA_030867225.1	PRJNA262368	SAMN05660677	JAHLTY000000000.1	reference genome	5460	5460	Colletotrichum caudatum	strain=CBS 131602	na	latest	Scaffold	Major	Full	2023-08-22	Colca1	DOE Joint Genome Institute	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/867/225/GCA_030867225.1_Colca1/	na	assembly from type material	na	haploid	fungi	44202764	44131440	55.000000	0	1257	1630	DOE Joint Genome Institute	Annotation submitted by DOE Joint Genome Institute	2023-09-18	15566	15292	272	na	Colletotrichum caudatum	Colletotrichum	Glomerellaceae	Glomerellales	Sordariomycetes	Ascomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/867/225/GCA_030867225.1_Colca1//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
