model_name	model_id	version	sequence_sha256	length	valid_states	invalid_states	valid_focal_plddt70	valid_feature_plddt70	valid_feature_plddt70_pae10	encoding_path	encoding_sha256
AF-G9NGP6-F1-v6	AF-G9NGP6-F1	6	7a40e88bb50885ad017633aa77bbac1f8273b3130fa8e58abbf1941cfbb8e636	280	278	2	236	218	218	results/structural_alphabet/audited-marker-v2/AF-G9NGP6-F1-v6.npz	6680e8b798cb2ffc9c966dea40ea0cf560b47476aae3ef5fc960786bb0547e18
AF-H0GCE4-F1-v6	AF-H0GCE4-F1	6	6b3e91dd4af275b2c5481e67ee0f447ed54c8e45bbad19c43ac6a065694db735	967	965	2	695	666	666	results/structural_alphabet/audited-marker-v2/AF-H0GCE4-F1-v6.npz	6274439f1eb1d33d46e25ce074783e7b3c4af0f2a8352fce9c642fa140254cdd
AF-H0GD68-F1-v6	AF-H0GD68-F1	6	16ef0308fcca0ae723cec16bc05336351aa7a2e3c38a787e303e8a71c1993864	275	273	2	226	212	210	results/structural_alphabet/audited-marker-v2/AF-H0GD68-F1-v6.npz	280586dfd4e021754f2a41dccb54478e2fc08bfd830e812e26c9ad94d092a1ca
AF-I1R9N6-F1-v6	AF-I1R9N6-F1	6	264447b271d5c4dbb4992bd649a06ace16727a58f0013a0d8acdfc4d426ff097	243	241	2	180	151	151	results/structural_alphabet/audited-marker-v2/AF-I1R9N6-F1-v6.npz	812addca685edf9edeede417661b29611921cb96a1385165f26556e641d2c427
AF-J3NFK9-F1-v6	AF-J3NFK9-F1	6	c6b0c3c203388cb0e30cd877227bbc1ea7c0fc0330f5a72d16885d9900de8ce1	551	549	2	429	413	413	results/structural_alphabet/audited-marker-v2/AF-J3NFK9-F1-v6.npz	341d3eab0de70bf37bfe346f61356ca73ab4f0806b6db649acdb103bf681fba5
AF-J3NFR4-F1-v6	AF-J3NFR4-F1	6	fac035d713de8eccd0da79fe1f4f6038905aa6b8c68482c515d144fe5924f773	582	580	2	357	321	321	results/structural_alphabet/audited-marker-v2/AF-J3NFR4-F1-v6.npz	1aee481198577bc3070a9251ca566922c1342a5ea349f721337a5178de8952af
AF-J8LGY7-F1-v6	AF-J8LGY7-F1	6	fe7dacc65e22736371bde85b461402db52e558c7fdc943af7c12c97e4dce4959	233	231	2	200	187	187	results/structural_alphabet/audited-marker-v2/AF-J8LGY7-F1-v6.npz	52202bf4e1d949fada87bf0bdf1c5009e9c25eb6071979790b38b82ac91a1cba
AF-J8LH16-F1-v6	AF-J8LH16-F1	6	5736053916a39315fbaa26161f2c1abaaafb4f480c0f377dfea37798414d68f4	469	467	2	435	424	424	results/structural_alphabet/audited-marker-v2/AF-J8LH16-F1-v6.npz	94a8d58a3f717c4998160d070f1d931eb97752622d257cf5676dcd5aec2224d6
AF-K3U8E1-F1-v6	AF-K3U8E1-F1	6	ed7c1cc6c1fba0e36c0f4ed47dcd03dccece0a45f0277020eece3c24658c5956	324	322	2	230	219	219	results/structural_alphabet/audited-marker-v2/AF-K3U8E1-F1-v6.npz	2207c6218d61905b3e5f8e4f8b1688dcc0b06881fa727bc2dcbc7ce27f6ebcb9
AF-K3UB59-F1-v6	AF-K3UB59-F1	6	bd0da41238fde4d098d0ff4ebb62e94f9d6c28d9617e5b5f68e1be8264522e52	1154	1152	2	776	686	686	results/structural_alphabet/audited-marker-v2/AF-K3UB59-F1-v6.npz	dbb26f6476c4dbaaae575b070a1284b1ca631e93ff59fee5a9227702ac14c6de
AF-K3UD17-F1-v6	AF-K3UD17-F1	6	365fee785a40f4137e9e6857319fb2b69b338c62eab1b950c6628a91b90bd370	469	467	2	426	419	419	results/structural_alphabet/audited-marker-v2/AF-K3UD17-F1-v6.npz	c3225cac506de1ca329e2cf1064103ce0b96c05024c24f4c521f00a8afabd678
AF-Q2TWS7-F1-v6	AF-Q2TWS7-F1	6	56177445c6575db733766d57a004dee72f27d35477f538913e9206d64426895b	970	968	2	610	527	527	results/structural_alphabet/audited-marker-v2/AF-Q2TWS7-F1-v6.npz	319200b9cab58ca8335b4f66433facd52f20ae9572fdf34e1ade7db19a14d17a
AF-Q2TYY8-F1-v6	AF-Q2TYY8-F1	6	9e5c94ead5011f764d23aa597d303a6b42a92df251cf6a24cc5b216a042ea0da	193	191	2	177	174	174	results/structural_alphabet/audited-marker-v2/AF-Q2TYY8-F1-v6.npz	e4f885de95757217d958e6af5421a2258d69c774e3ce425c313bc2934e2adda3
AF-S0DHV1-F1-v6	AF-S0DHV1-F1	6	b95be94ba283a8f92a11d8135729c75404a30d2df4daf1e0b6f52804d22e6366	484	482	2	428	419	419	results/structural_alphabet/audited-marker-v2/AF-S0DHV1-F1-v6.npz	f336abc9b0e3823aa4ed68b9a7364a474a32058dbe7a82da3da27b7d9bffe4c4
AF-S0DI06-F1-v6	AF-S0DI06-F1	6	e2eddd8dfadb62dfe6a148004e621edfbd6734d2a97d0841dc700245f81ed81a	574	572	2	443	410	410	results/structural_alphabet/audited-marker-v2/AF-S0DI06-F1-v6.npz	9502bc0bb573452545ee2a4ef9747e7781a4e6bc1aa1d12683ef2b01fb7161a7
AF-S3BMW5-F1-v6	AF-S3BMW5-F1	6	96cf212fb5b10cf5716faf5e8dc3b764494d6b2dc319873027b944cf8678080c	288	286	2	259	244	244	results/structural_alphabet/audited-marker-v2/AF-S3BMW5-F1-v6.npz	112d842cfeb0aa7917bbacb80fc04f90e7daf7da3cd533fa9f6ad133731738b2
AF-S3BP99-F1-v6	AF-S3BP99-F1	6	c6ccda5fdbe957dd182a219dbeac821c2d05acf9ba3d12a6252bfa6a714db2b3	295	293	2	288	279	279	results/structural_alphabet/audited-marker-v2/AF-S3BP99-F1-v6.npz	46d5a5803d302b6a2730ec36af36a8eca97bc036150af83626571c8aea0832d2
AF-U7PI00-F1-v6	AF-U7PI00-F1	6	6e9542e79e872096f5b6336c68a6f5881ff47a1369b04b6536867a7e19011760	542	540	2	539	536	536	results/structural_alphabet/audited-marker-v2/AF-U7PI00-F1-v6.npz	58bb72afbdcc207226dbe3598166c2f48d7de977dfd980c01c194fd35430293e
AF-U7PJD0-F1-v6	AF-U7PJD0-F1	6	6411f6a3570c191587a732ef637f476ff0aa8d5313eb0323a1d978520fb88c9a	211	209	2	192	180	180	results/structural_alphabet/audited-marker-v2/AF-U7PJD0-F1-v6.npz	ce121612a502b63c1a09208d793717df393ca57888166037737238795a1d6554
AF-W1Q6Q9-F1-v6	AF-W1Q6Q9-F1	6	0ba177fa4e5c1ca31c3b6843f3222de72a6e19c370a5e43c09de1dafce1fe207	206	204	2	180	174	174	results/structural_alphabet/audited-marker-v2/AF-W1Q6Q9-F1-v6.npz	71b21450e4bd72d2f693e36810bc8e494e3003df7fdc138e44c209a8d27926af
AF-W1Q6W4-F1-v6	AF-W1Q6W4-F1	6	f9b30a10443674219e8752beab58b3152c51e540c80a8fbb3f740826d7084f91	301	299	2	227	192	189	results/structural_alphabet/audited-marker-v2/AF-W1Q6W4-F1-v6.npz	1d35230f4d0578df53e5dafc9a8efe27698866c99a624982d21b062c42eac973
AF-W1Q784-F1-v6	AF-W1Q784-F1	6	ef38bb78c929b03b1de7017ffd74ebb0db57b768502a166c7ffc9eed4ff408bf	336	334	2	308	302	302	results/structural_alphabet/audited-marker-v2/AF-W1Q784-F1-v6.npz	27d97ae53046606436acd05efb4727c3cdb88a88bfc6009c9d449fab52b28b73
AF-W2RJ12-F1-v6	AF-W2RJ12-F1	6	a93588e7b0cac262561f59ad1d12d79172b19ee676b3f9c522ab74de1f2506ee	153	151	2	100	88	88	results/structural_alphabet/audited-marker-v2/AF-W2RJ12-F1-v6.npz	944e94bac80c98bf317f1aaea21bc2e06f559d91121999f445f43754ec533079
AF-W2RJP1-F1-v6	AF-W2RJP1-F1	6	f09649f3fcba93b1063ead087ac6acb400fac69547037bd8ac14bb1f8fe310c4	895	893	2	817	795	795	results/structural_alphabet/audited-marker-v2/AF-W2RJP1-F1-v6.npz	4cbdee03e55413134ba58fd615b6866232e4af360feb13ec0a24e5ad8b510c37
AF-W3WGB0-F1-v6	AF-W3WGB0-F1	6	6e0193f45a29ec718d17443badb7caf91e4f79a9bc92ce0c9cce16e6e8ade58e	393	391	2	275	256	256	results/structural_alphabet/audited-marker-v2/AF-W3WGB0-F1-v6.npz	a2e25735a9e3d1d9b90f2933856d1dc3051f2c1896dec0a48817eeabbf942fb0
AF-W3WH54-F1-v6	AF-W3WH54-F1	6	76a9fa89c42cf471c7afbe5f78465cc0adbf114403733c9e828d23d5d2ee77b5	1215	1213	2	764	677	674	results/structural_alphabet/audited-marker-v2/AF-W3WH54-F1-v6.npz	8beb58397e9562849cece3b51ed6f29782f3f30fcb38100ce5d1325c7ec318bd
AF-W7L8Z0-F1-v6	AF-W7L8Z0-F1	6	fec89870fec5078456404dd7bc77427d3e32139ece321a9197da1ccdcc51e586	243	241	2	182	153	153	results/structural_alphabet/audited-marker-v2/AF-W7L8Z0-F1-v6.npz	bf3478bb8443fa575509d3ff4d2e263b07e6e583a505a1298aef24bcb4a5d1a3
AF-W7L9Y1-F1-v6	AF-W7L9Y1-F1	6	837572bbbbc8ba4d39839d2cedcd20e6ada8de6c76f8254487198a7803bf2113	1066	1064	2	803	708	707	results/structural_alphabet/audited-marker-v2/AF-W7L9Y1-F1-v6.npz	28ce4684d1f3723ce82d56d74b256b86ff9870caa462b3653a944e560a1d56a1
AF-W7LA63-F1-v6	AF-W7LA63-F1	6	5534d97e401b122e97dde8bafa42cc103bd4520d138ce975fad44c626273d339	657	655	2	446	400	400	results/structural_alphabet/audited-marker-v2/AF-W7LA63-F1-v6.npz	de73f01b7bf8c7aa26f0f5687b61d894a5100c127f2d89512f0088c33262bdbe
AF-X0BGM7-F1-v6	AF-X0BGM7-F1	6	22179cf5614e857453ec1256cc33680c4f0b717f71525f77ce30104350fe69e0	280	278	2	234	222	222	results/structural_alphabet/audited-marker-v2/AF-X0BGM7-F1-v6.npz	30ca5cb643047c14b6ec418adc3c09bc8a58977bf42e40ca6bc637e3f877237b
AF-X0BXR4-F1-v6	AF-X0BXR4-F1	6	1467d678bc47c4660458c47283d7de3a2718f305d2202f69cec58cc9ba4a6f91	400	398	2	338	303	301	results/structural_alphabet/audited-marker-v2/AF-X0BXR4-F1-v6.npz	7e83e8ce5012295a60e6f2aec81c4927adb113c75fc47390382c4e12a791f472
