entry_id	taxon_id	protein_id	repeat_order	canonical_residues	gap_residues	ambiguous_residues	source_BRF1_hits	source_gene_status
G0001354	F933333	KAF8637722.1	2	86	6	0	1	unique_gene
G0001355	F933333	KAF8639987.1	2	80	12	0	0	unique_gene
G0001356	F945690	KAJ1503129.1	2	75	17	0	0	unique_gene
G0001357	F945690	KAJ1515282.1	2	87	5	0	1	unique_gene
G0001358	F97331	XP_067485923.1	2	87	5	0	1	unique_gene
G0001359	F97331	XP_067491876.1	2	89	3	0	0	unique_gene
G0001360	F979620	KAI8599543.1	2	85	7	0	1	unique_gene
G0001362	F979620	KAI8601301.1	2	84	8	0	0	unique_gene
G0001367	F979690	KAG0053432.1	2	84	8	0	0	unique_gene
G0001369	F979690	KAG0057276.1	2	86	6	0	1	unique_gene
G0001370	F979761	KAF9578508.1	2	84	8	0	0	unique_gene
G0001373	F979761	KAF9585430.1	2	86	6	0	1	unique_gene
G0001374	F984962	XP_009543435.1	2	79	13	0	0	unique_gene
G0001376	F984962	XP_009552822.1	2	88	4	0	1	unique_gene
G0001377	F994334	RUP43715.1	2	89	3	0	0	unique_gene
G0001378	O10228	XP_002109441.1	2	87	5	0	0	unique_gene
G0001379	O10228	XP_002118016.1	2	86	6	0	1	unique_gene
G0001380	O133409	KAF2070379.1	2	85	7	0	1	unique_gene
G0001381	O133409	KAF2070889.1	2	85	7	0	0	unique_gene
G0001384	O192875	XP_004346369.2	2	87	5	0	1	unique_gene
G0001387	O192875	XP_004364187.1	2	87	5	0	0	unique_gene
G0001388	O225164	XP_009049030.1	2	88	4	0	0	unique_gene
G0001392	O2700040	XP_078675046.1	2	87	5	0	1	unique_gene
G0001393	O2700040	XP_078685982.1	2	87	5	0	0	unique_gene
G0001394	O27923	KAL5261522.1	2	87	5	0	0	unique_gene
G0001395	O27923	KAL5269283.1	2	87	5	0	1	unique_gene
G0001397	O283909	ELU17299.1	2	88	4	0	0	unique_gene
G0001398	O400682	XP_003386928.1	2	85	7	0	0	unique_gene
G0001400	O400682	XP_019849314.1	2	84	8	0	1	unique_gene
G0001401	O44689	XP_635486.1	2	85	7	0	0	unique_gene
G0001402	O44689	XP_640891.1	2	86	6	0	1	unique_gene
G0001404	O45351	XP_001628995.2	2	84	8	0	0	unique_gene
G0001434	O45351	XP_048585701.1	2	87	5	0	1	unique_gene
G0001456	O5755	XP_004341042.1	2	82	10	0	0	unique_gene
G0001460	O5755	XP_004353364.1	2	75	17	0	0	unique_gene
G0001461	O5786	XP_003284652.1	2	85	7	0	0	unique_gene
G0001462	O5786	XP_003286350.1	2	85	7	0	1	unique_gene
G0001463	O6239	NP_001309557.1	2	85	7	0	1	unique_gene
G0001464	O6239	NP_503146.1	2	87	5	0	0	unique_gene
G0001465	O691883	XP_009492630.1	2	78	14	0	0	unique_gene
G0001467	O72019	XP_014153513.1	2	88	4	0	1	unique_gene
G0001468	O72019	XP_014155986.1	2	87	5	0	0	unique_gene
G0001469	O7227	NP_001163636.1	2	85	7	0	1	unique_gene
G0001470	O7227	NP_001260349.1	2	89	3	0	0	unique_gene
G0001471	O81824	XP_001742825.1	2	85	7	0	0	unique_gene
G0001473	O946362	XP_004991764.1	2	87	5	0	1	unique_gene
G0001474	O946362	XP_004993794.1	2	84	8	0	0	unique_gene
G0001476	OFS1403592	CFRG0546T1	2	87	5	0	1	unique_gene
G0001478	OFS1403592	CFRG2475T1	2	85	7	0	0	unique_gene
G0001480	OFS5426470	Clim_evm31s151	2	86	6	0	1	unique_gene
G0001481	OFS5426494	Nk52_evm1s2137	2	85	7	0	0	unique_gene
G0001482	OFS5426494	Nk52_evm4s295	2	79	13	0	0	unique_gene
G0001483	OFS5426494	Nk52_evm5s272	2	87	5	0	1	unique_gene
G0001484	OFS5426494	Nk52_evm64s485	2	84	8	0	0	unique_gene
