case_id	taxa	nucleotide_columns	distinct_aligned_sequences	variable_nucleotide_columns	parsimony_informative_nucleotide_columns	marker_copy_caveat	status
Microbotryum__5015712at2759__code1	4	1428	4	192	30	none_recorded	ready_for_supported_tree_diagnostic
Tilletia__5015712at2759__code1	5	1470	4	385	65	none_recorded	ready_for_supported_tree_diagnostic
Cryptococcus__5015712at2759__code1	10	1434	10	582	374	none_recorded	ready_for_supported_tree_diagnostic
Wallemia__5015712at2759__code1	4	1419	4	538	168	none_recorded	ready_for_supported_tree_diagnostic
Umbelopsis__5015712at2759__code1	4	1431	4	475	107	none_recorded	ready_for_supported_tree_diagnostic
Aspergillus__5015742at2759__code1	10	1422	10	630	510	none_recorded	ready_for_supported_tree_diagnostic
Colletotrichum__5015742at2759__code1	10	1446	10	543	400	none_recorded	ready_for_supported_tree_diagnostic
Fusarium__5015742at2759__code1	10	1440	10	449	396	none_recorded	ready_for_supported_tree_diagnostic
Trichoderma__5015742at2759__code1	9	1437	9	425	317	none_recorded	ready_for_supported_tree_diagnostic
Saccharomyces__5015742at2759__code1	7	1305	7	515	292	none_recorded	ready_for_supported_tree_diagnostic
Candida__5015742at2759__code12	4	1032	4	505	120	none_recorded	ready_for_supported_tree_diagnostic
Amanita__5015742at2759__code1	7	1407	7	971	387	none_recorded	ready_for_supported_tree_diagnostic
Suillus__5015742at2759__code1	10	1425	10	291	123	none_recorded	ready_for_supported_tree_diagnostic
Naganishia__5015742at2759__code1	4	1434	4	470	90	none_recorded	ready_for_supported_tree_diagnostic
Malassezia__5015742at2759__code1	5	1377	5	715	263	none_recorded	ready_for_supported_tree_diagnostic
Microbotryum__5015742at2759__code1	4	1413	4	333	46	none_recorded	ready_for_supported_tree_diagnostic
Tilletia__5015742at2759__code1	5	1425	4	392	73	none_recorded	ready_for_supported_tree_diagnostic
Cryptococcus__5015742at2759__code1	10	1359	10	542	398	none_recorded	ready_for_supported_tree_diagnostic
Wallemia__5015742at2759__code1	4	1401	4	450	168	none_recorded	ready_for_supported_tree_diagnostic
Umbelopsis__5015742at2759__code1	4	1410	4	489	120	none_recorded	ready_for_supported_tree_diagnostic
Aspergillus__5015876at2759__code1	10	1542	10	732	563	none_recorded	ready_for_supported_tree_diagnostic
Colletotrichum__5015876at2759__code1	9	1575	9	444	245	none_recorded	ready_for_supported_tree_diagnostic
Fusarium__5015876at2759__code1	10	1575	10	473	389	none_recorded	ready_for_supported_tree_diagnostic
Trichoderma__5015876at2759__code1	9	1575	9	405	305	none_recorded	ready_for_supported_tree_diagnostic
Saccharomyces__5015876at2759__code1	7	1515	7	464	243	none_recorded	ready_for_supported_tree_diagnostic
Candida__5015876at2759__code12	4	1482	4	437	139	none_recorded	ready_for_supported_tree_diagnostic
Amanita__5015876at2759__code1	7	1515	7	774	442	none_recorded	ready_for_supported_tree_diagnostic
Suillus__5015876at2759__code1	8	1470	8	280	97	none_recorded	ready_for_supported_tree_diagnostic
Naganishia__5015876at2759__code1	4	630	4	415	46	none_recorded	ready_for_supported_tree_diagnostic
Malassezia__5015876at2759__code1	5	1509	5	696	285	none_recorded	ready_for_supported_tree_diagnostic
Tilletia__5015876at2759__code1	4	1458	4	438	98	none_recorded	ready_for_supported_tree_diagnostic
Cryptococcus__5015876at2759__code1	10	1512	10	581	400	none_recorded	ready_for_supported_tree_diagnostic
Wallemia__5015876at2759__code1	4	936	4	402	143	none_recorded	ready_for_supported_tree_diagnostic
Aspergillus__5017019at2759__code1	10	1170	10	668	524	none_recorded	ready_for_supported_tree_diagnostic
Colletotrichum__5017019at2759__code1	10	1197	10	392	257	none_recorded	ready_for_supported_tree_diagnostic
Fusarium__5017019at2759__code1	10	1194	10	394	311	none_recorded	ready_for_supported_tree_diagnostic
Trichoderma__5017019at2759__code1	10	1194	10	315	215	none_recorded	ready_for_supported_tree_diagnostic
Saccharomyces__5017019at2759__code1	7	1161	7	377	233	none_recorded	ready_for_supported_tree_diagnostic
Candida__5017019at2759__code12	4	1188	4	413	121	none_recorded	ready_for_supported_tree_diagnostic
Amanita__5017019at2759__code1	7	1188	7	619	361	none_recorded	ready_for_supported_tree_diagnostic
Suillus__5017019at2759__code1	10	1158	10	263	100	none_recorded	ready_for_supported_tree_diagnostic
Naganishia__5017019at2759__code1	4	1176	4	420	87	none_recorded	ready_for_supported_tree_diagnostic
Malassezia__5017019at2759__code1	5	1152	5	590	253	none_recorded	ready_for_supported_tree_diagnostic
Microbotryum__5017019at2759__code1	4	1191	4	188	16	none_recorded	ready_for_supported_tree_diagnostic
Tilletia__5017019at2759__code1	5	1197	3	375	71	none_recorded	insufficient_sequence_information_for_this_tree_workflow
Cryptococcus__5017019at2759__code1	10	1194	10	517	388	none_recorded	ready_for_supported_tree_diagnostic
Wallemia__5017019at2759__code1	4	1155	4	445	166	none_recorded	ready_for_supported_tree_diagnostic
Aspergillus__5018803at2759__code1	10	2652	10	1331	1021	none_recorded	ready_for_supported_tree_diagnostic
Colletotrichum__5018803at2759__code1	10	2526	10	1128	811	none_recorded	ready_for_supported_tree_diagnostic
Fusarium__5018803at2759__code1	10	2511	10	915	809	none_recorded	ready_for_supported_tree_diagnostic
Trichoderma__5018803at2759__code1	10	2526	10	854	648	none_recorded	ready_for_supported_tree_diagnostic
Saccharomyces__5018803at2759__code1	7	2550	7	906	517	none_recorded	ready_for_supported_tree_diagnostic
Candida__5018803at2759__code12	4	2436	4	831	239	none_recorded	ready_for_supported_tree_diagnostic
Amanita__5018803at2759__code1	6	2070	6	1094	562	none_recorded	ready_for_supported_tree_diagnostic
Suillus__5018803at2759__code1	10	2178	10	563	209	none_recorded	ready_for_supported_tree_diagnostic
Malassezia__5018803at2759__code1	5	2472	5	1316	533	none_recorded	ready_for_supported_tree_diagnostic
Microbotryum__5018803at2759__code1	4	2124	4	306	39	none_recorded	ready_for_supported_tree_diagnostic
Tilletia__5018803at2759__code1	4	2241	4	765	156	none_recorded	ready_for_supported_tree_diagnostic
Cryptococcus__5018803at2759__code1	10	2535	10	1077	704	none_recorded	ready_for_supported_tree_diagnostic
Wallemia__5018803at2759__code1	4	2373	4	813	270	none_recorded	ready_for_supported_tree_diagnostic
Umbelopsis__5018803at2759__code1	4	2361	4	905	162	none_recorded	ready_for_supported_tree_diagnostic
Aspergillus__529759at2759__code1	10	729	10	264	203	none_recorded	ready_for_supported_tree_diagnostic
Colletotrichum__529759at2759__code1	10	732	10	190	135	none_recorded	ready_for_supported_tree_diagnostic
Fusarium__529759at2759__code1	10	732	10	161	139	none_recorded	ready_for_supported_tree_diagnostic
Trichoderma__529759at2759__code1	10	732	10	143	96	none_recorded	ready_for_supported_tree_diagnostic
Saccharomyces__529759at2759__code1	7	732	7	147	78	none_recorded	ready_for_supported_tree_diagnostic
Candida__529759at2759__code12	4	732	4	142	47	none_recorded	ready_for_supported_tree_diagnostic
Amanita__529759at2759__code1	7	735	7	283	175	none_recorded	ready_for_supported_tree_diagnostic
Suillus__529759at2759__code1	10	735	10	151	68	none_recorded	ready_for_supported_tree_diagnostic
Malassezia__529759at2759__code1	5	735	5	265	96	none_recorded	ready_for_supported_tree_diagnostic
Microbotryum__529759at2759__code1	4	732	4	78	10	none_recorded	ready_for_supported_tree_diagnostic
Tilletia__529759at2759__code1	5	735	4	129	26	none_recorded	ready_for_supported_tree_diagnostic
Cryptococcus__529759at2759__code1	10	735	10	239	154	none_recorded	ready_for_supported_tree_diagnostic
Wallemia__529759at2759__code1	4	732	4	180	59	none_recorded	ready_for_supported_tree_diagnostic
Aspergillus__530014at2759__code1	10	2559	10	1187	965	none_recorded	ready_for_supported_tree_diagnostic
Colletotrichum__530014at2759__code1	9	2559	9	684	410	none_recorded	ready_for_supported_tree_diagnostic
Fusarium__530014at2759__code1	9	2550	9	718	609	none_recorded	ready_for_supported_tree_diagnostic
Trichoderma__530014at2759__code1	9	2547	9	698	522	none_recorded	ready_for_supported_tree_diagnostic
Saccharomyces__530014at2759__code1	7	2562	7	783	460	none_recorded	ready_for_supported_tree_diagnostic
Candida__530014at2759__code12	4	2556	4	724	190	none_recorded	ready_for_supported_tree_diagnostic
Amanita__530014at2759__code1	6	2556	6	1064	581	none_recorded	ready_for_supported_tree_diagnostic
Suillus__530014at2759__code1	10	2535	10	583	233	none_recorded	ready_for_supported_tree_diagnostic
Malassezia__530014at2759__code1	5	2505	5	1183	532	none_recorded	ready_for_supported_tree_diagnostic
Microbotryum__530014at2759__code1	4	2544	4	413	36	none_recorded	ready_for_supported_tree_diagnostic
Tilletia__530014at2759__code1	5	2523	3	730	131	none_recorded	insufficient_sequence_information_for_this_tree_workflow
Cryptococcus__530014at2759__code1	10	2559	10	954	668	none_recorded	ready_for_supported_tree_diagnostic
Wallemia__530014at2759__code1	4	2520	4	854	247	none_recorded	ready_for_supported_tree_diagnostic
Umbelopsis__530014at2759__code1	4	2400	4	780	178	none_recorded	ready_for_supported_tree_diagnostic
Aspergillus__530740at2759__code1	10	879	10	518	380	none_recorded	ready_for_supported_tree_diagnostic
Colletotrichum__530740at2759__code1	10	891	10	539	386	none_recorded	ready_for_supported_tree_diagnostic
Fusarium__530740at2759__code1	8	873	8	418	232	none_recorded	ready_for_supported_tree_diagnostic
Trichoderma__530740at2759__code1	9	900	9	331	237	none_recorded	ready_for_supported_tree_diagnostic
Saccharomyces__530740at2759__code1	7	648	7	444	172	none_recorded	ready_for_supported_tree_diagnostic
Amanita__530740at2759__code1	7	849	7	393	253	none_recorded	ready_for_supported_tree_diagnostic
Suillus__530740at2759__code1	8	858	8	251	91	none_recorded	ready_for_supported_tree_diagnostic
Naganishia__530740at2759__code1	4	696	4	224	50	none_recorded	ready_for_supported_tree_diagnostic
Malassezia__530740at2759__code1	5	759	5	384	147	none_recorded	ready_for_supported_tree_diagnostic
Microbotryum__530740at2759__code1	4	831	4	101	8	none_recorded	ready_for_supported_tree_diagnostic
Tilletia__530740at2759__code1	5	843	4	267	47	none_recorded	ready_for_supported_tree_diagnostic
Cryptococcus__530740at2759__code1	10	843	10	369	261	none_recorded	ready_for_supported_tree_diagnostic
Wallemia__530740at2759__code1	4	825	4	300	103	none_recorded	ready_for_supported_tree_diagnostic
Umbelopsis__530740at2759__code1	4	762	4	281	51	none_recorded	ready_for_supported_tree_diagnostic
Aspergillus__538728at2759__code1	10	1563	9	802	650	none_recorded	ready_for_supported_tree_diagnostic
Colletotrichum__538728at2759__code1	10	1611	10	504	329	none_recorded	ready_for_supported_tree_diagnostic
Fusarium__538728at2759__code1	9	1590	9	500	421	none_recorded	ready_for_supported_tree_diagnostic
Trichoderma__538728at2759__code1	10	1599	10	497	401	none_recorded	ready_for_supported_tree_diagnostic
Saccharomyces__538728at2759__code1	7	993	7	434	235	none_recorded	ready_for_supported_tree_diagnostic
Candida__538728at2759__code12	4	1062	4	508	107	none_recorded	ready_for_supported_tree_diagnostic
Amanita__538728at2759__code1	5	1551	5	609	271	none_recorded	ready_for_supported_tree_diagnostic
Suillus__538728at2759__code1	10	1554	10	311	127	none_recorded	ready_for_supported_tree_diagnostic
Naganishia__538728at2759__code1	4	1563	4	454	107	none_recorded	ready_for_supported_tree_diagnostic
Malassezia__538728at2759__code1	5	1296	5	699	291	none_recorded	ready_for_supported_tree_diagnostic
Microbotryum__538728at2759__code1	4	1512	4	169	14	none_recorded	ready_for_supported_tree_diagnostic
Tilletia__538728at2759__code1	5	1518	3	513	120	none_recorded	insufficient_sequence_information_for_this_tree_workflow
Cryptococcus__538728at2759__code1	10	1563	10	587	441	none_recorded	ready_for_supported_tree_diagnostic
Wallemia__538728at2759__code1	4	1311	4	451	179	none_recorded	ready_for_supported_tree_diagnostic
Aspergillus__538952at2759__code1	10	1503	10	725	564	none_recorded	ready_for_supported_tree_diagnostic
Colletotrichum__538952at2759__code1	10	1467	10	430	300	none_recorded	ready_for_supported_tree_diagnostic
Fusarium__538952at2759__code1	10	1446	10	404	340	none_recorded	ready_for_supported_tree_diagnostic
Trichoderma__538952at2759__code1	10	1467	10	419	301	none_recorded	ready_for_supported_tree_diagnostic
Saccharomyces__538952at2759__code1	7	1257	7	395	227	none_recorded	ready_for_supported_tree_diagnostic
Candida__538952at2759__code12	4	1251	4	423	117	none_recorded	ready_for_supported_tree_diagnostic
Amanita__538952at2759__code1	7	1455	7	769	480	none_recorded	ready_for_supported_tree_diagnostic
Suillus__538952at2759__code1	10	1494	10	403	143	none_recorded	ready_for_supported_tree_diagnostic
Malassezia__538952at2759__code1	4	1368	4	650	138	none_recorded	ready_for_supported_tree_diagnostic
Tilletia__538952at2759__code1	4	1467	2	280	0	none_recorded	insufficient_sequence_information_for_this_tree_workflow
Cryptococcus__538952at2759__code1	10	1368	10	643	434	none_recorded	ready_for_supported_tree_diagnostic
Wallemia__538952at2759__code1	4	1326	4	485	160	none_recorded	ready_for_supported_tree_diagnostic
Umbelopsis__538952at2759__code1	4	1344	4	460	93	none_recorded	ready_for_supported_tree_diagnostic
Aspergillus__539632at2759__code1	10	915	10	324	236	none_recorded	ready_for_supported_tree_diagnostic
Colletotrichum__539632at2759__code1	10	912	8	166	105	none_recorded	ready_for_supported_tree_diagnostic
Fusarium__539632at2759__code1	9	915	9	233	209	none_recorded	ready_for_supported_tree_diagnostic
Trichoderma__539632at2759__code1	10	915	10	170	118	none_recorded	ready_for_supported_tree_diagnostic
Saccharomyces__539632at2759__code1	7	909	7	198	91	none_recorded	ready_for_supported_tree_diagnostic
Candida__539632at2759__code12	4	897	4	229	77	none_recorded	ready_for_supported_tree_diagnostic
Amanita__539632at2759__code1	6	891	6	356	212	none_recorded	ready_for_supported_tree_diagnostic
Suillus__539632at2759__code1	10	894	10	183	91	none_recorded	ready_for_supported_tree_diagnostic
Naganishia__539632at2759__code1	4	897	4	212	36	none_recorded	ready_for_supported_tree_diagnostic
Malassezia__539632at2759__code1	5	894	5	321	142	none_recorded	ready_for_supported_tree_diagnostic
Microbotryum__539632at2759__code1	4	891	3	59	7	none_recorded	insufficient_sequence_information_for_this_tree_workflow
Cryptococcus__539632at2759__code1	9	900	9	262	85	none_recorded	ready_for_supported_tree_diagnostic
Wallemia__539632at2759__code1	4	888	4	298	129	none_recorded	ready_for_supported_tree_diagnostic
Umbelopsis__539632at2759__code1	4	912	4	190	62	none_recorded	ready_for_supported_tree_diagnostic
Aspergillus__540946at2759__code1	10	1299	10	609	467	none_recorded	ready_for_supported_tree_diagnostic
Colletotrichum__540946at2759__code1	10	1299	10	386	220	none_recorded	ready_for_supported_tree_diagnostic
Fusarium__540946at2759__code1	9	1287	9	364	303	none_recorded	ready_for_supported_tree_diagnostic
Trichoderma__540946at2759__code1	10	1299	10	390	269	none_recorded	ready_for_supported_tree_diagnostic
Saccharomyces__540946at2759__code1	6	1182	6	334	174	none_recorded	ready_for_supported_tree_diagnostic
Candida__540946at2759__code12	4	1161	4	392	104	none_recorded	ready_for_supported_tree_diagnostic
Amanita__540946at2759__code1	6	1185	6	618	325	none_recorded	ready_for_supported_tree_diagnostic
Suillus__540946at2759__code1	10	1179	10	280	117	none_recorded	ready_for_supported_tree_diagnostic
Naganishia__540946at2759__code1	4	1173	4	679	89	none_recorded	ready_for_supported_tree_diagnostic
Malassezia__540946at2759__code1	5	1239	5	590	244	none_recorded	ready_for_supported_tree_diagnostic
Microbotryum__540946at2759__code1	4	1227	4	167	25	none_recorded	ready_for_supported_tree_diagnostic
Tilletia__540946at2759__code1	5	1269	4	324	72	none_recorded	ready_for_supported_tree_diagnostic
Cryptococcus__540946at2759__code1	10	1233	10	596	410	none_recorded	ready_for_supported_tree_diagnostic
Wallemia__540946at2759__code1	4	1191	4	467	128	none_recorded	ready_for_supported_tree_diagnostic
Umbelopsis__540946at2759__code1	4	1029	4	418	97	none_recorded	ready_for_supported_tree_diagnostic
Aspergillus__541070at2759__code1	9	714	9	377	241	none_recorded	ready_for_supported_tree_diagnostic
Colletotrichum__541070at2759__code1	10	741	10	237	148	none_recorded	ready_for_supported_tree_diagnostic
Fusarium__541070at2759__code1	10	741	10	252	214	none_recorded	ready_for_supported_tree_diagnostic
Trichoderma__541070at2759__code1	10	723	10	266	202	none_recorded	ready_for_supported_tree_diagnostic
Saccharomyces__541070at2759__code1	7	684	7	269	149	none_recorded	ready_for_supported_tree_diagnostic
Candida__541070at2759__code12	4	663	4	221	46	none_recorded	ready_for_supported_tree_diagnostic
Amanita__541070at2759__code1	6	723	6	391	206	none_recorded	ready_for_supported_tree_diagnostic
Suillus__541070at2759__code1	10	687	10	184	66	none_recorded	ready_for_supported_tree_diagnostic
Naganishia__541070at2759__code1	4	744	4	295	69	none_recorded	ready_for_supported_tree_diagnostic
Malassezia__541070at2759__code1	5	741	5	432	166	none_recorded	ready_for_supported_tree_diagnostic
Microbotryum__541070at2759__code1	4	723	4	132	11	none_recorded	ready_for_supported_tree_diagnostic
Tilletia__541070at2759__code1	5	750	3	225	37	none_recorded	insufficient_sequence_information_for_this_tree_workflow
Cryptococcus__541070at2759__code1	10	720	10	332	223	none_recorded	ready_for_supported_tree_diagnostic
Wallemia__541070at2759__code1	4	543	4	267	111	none_recorded	ready_for_supported_tree_diagnostic
Umbelopsis__541070at2759__code1	4	693	4	265	61	none_recorded	ready_for_supported_tree_diagnostic
Aspergillus__554735at2759__code1	10	756	10	304	204	none_recorded	ready_for_supported_tree_diagnostic
Colletotrichum__554735at2759__code1	10	762	10	159	100	none_recorded	ready_for_supported_tree_diagnostic
Fusarium__554735at2759__code1	9	762	9	216	184	none_recorded	ready_for_supported_tree_diagnostic
Trichoderma__554735at2759__code1	8	762	8	162	99	none_recorded	ready_for_supported_tree_diagnostic
Saccharomyces__554735at2759__code1	7	765	7	241	137	none_recorded	ready_for_supported_tree_diagnostic
Candida__554735at2759__code12	4	759	4	206	44	none_recorded	ready_for_supported_tree_diagnostic
Amanita__554735at2759__code1	7	771	7	339	223	none_recorded	ready_for_supported_tree_diagnostic
Suillus__554735at2759__code1	10	771	10	187	70	none_recorded	ready_for_supported_tree_diagnostic
Malassezia__554735at2759__code1	5	753	5	262	111	none_recorded	ready_for_supported_tree_diagnostic
Microbotryum__554735at2759__code1	4	747	4	97	10	none_recorded	ready_for_supported_tree_diagnostic
Tilletia__554735at2759__code1	5	759	4	145	30	none_recorded	ready_for_supported_tree_diagnostic
Cryptococcus__554735at2759__code1	10	765	10	264	177	none_recorded	ready_for_supported_tree_diagnostic
Wallemia__554735at2759__code1	4	750	4	236	66	none_recorded	ready_for_supported_tree_diagnostic
Umbelopsis__554735at2759__code1	4	756	4	183	43	none_recorded	ready_for_supported_tree_diagnostic
Aspergillus__649304at2759__code1	10	933	10	465	345	none_recorded	ready_for_supported_tree_diagnostic
Colletotrichum__649304at2759__code1	9	936	9	239	129	none_recorded	ready_for_supported_tree_diagnostic
Fusarium__649304at2759__code1	10	939	10	310	273	none_recorded	ready_for_supported_tree_diagnostic
Trichoderma__649304at2759__code1	10	924	10	272	194	none_recorded	ready_for_supported_tree_diagnostic
Saccharomyces__649304at2759__code1	6	909	6	215	107	none_recorded	ready_for_supported_tree_diagnostic
Candida__649304at2759__code12	4	915	4	320	109	none_recorded	ready_for_supported_tree_diagnostic
Amanita__649304at2759__code1	7	915	7	450	282	none_recorded	ready_for_supported_tree_diagnostic
Suillus__649304at2759__code1	10	912	10	275	114	none_recorded	ready_for_supported_tree_diagnostic
Malassezia__649304at2759__code1	5	888	5	460	199	none_recorded	ready_for_supported_tree_diagnostic
Microbotryum__649304at2759__code1	4	879	4	177	20	none_recorded	ready_for_supported_tree_diagnostic
Tilletia__649304at2759__code1	5	927	3	244	44	none_recorded	insufficient_sequence_information_for_this_tree_workflow
Cryptococcus__649304at2759__code1	9	885	9	382	155	none_recorded	ready_for_supported_tree_diagnostic
Wallemia__649304at2759__code1	4	849	4	348	147	none_recorded	ready_for_supported_tree_diagnostic
Aspergillus__707076at2759__code1	10	783	9	338	274	none_recorded	ready_for_supported_tree_diagnostic
Colletotrichum__707076at2759__code1	9	783	9	195	122	none_recorded	ready_for_supported_tree_diagnostic
Fusarium__707076at2759__code1	10	780	10	285	203	none_recorded	ready_for_supported_tree_diagnostic
Trichoderma__707076at2759__code1	10	780	10	187	124	none_recorded	ready_for_supported_tree_diagnostic
Saccharomyces__707076at2759__code1	7	786	7	228	139	none_recorded	ready_for_supported_tree_diagnostic
Candida__707076at2759__code12	4	792	4	195	39	none_recorded	ready_for_supported_tree_diagnostic
Amanita__707076at2759__code1	7	807	7	337	215	none_recorded	ready_for_supported_tree_diagnostic
Suillus__707076at2759__code1	10	807	10	179	74	none_recorded	ready_for_supported_tree_diagnostic
Naganishia__707076at2759__code1	4	801	4	221	44	none_recorded	ready_for_supported_tree_diagnostic
Malassezia__707076at2759__code1	5	804	5	354	171	none_recorded	ready_for_supported_tree_diagnostic
Microbotryum__707076at2759__code1	4	810	4	116	9	none_recorded	ready_for_supported_tree_diagnostic
Tilletia__707076at2759__code1	5	726	3	172	53	none_recorded	insufficient_sequence_information_for_this_tree_workflow
Cryptococcus__707076at2759__code1	10	810	10	281	202	none_recorded	ready_for_supported_tree_diagnostic
Wallemia__707076at2759__code1	4	795	4	334	116	none_recorded	ready_for_supported_tree_diagnostic
Aspergillus__707202at2759__code1	10	1065	9	486	382	none_recorded	ready_for_supported_tree_diagnostic
Colletotrichum__707202at2759__code1	10	1065	10	351	248	none_recorded	ready_for_supported_tree_diagnostic
Fusarium__707202at2759__code1	10	1065	10	314	276	none_recorded	ready_for_supported_tree_diagnostic
Trichoderma__707202at2759__code1	9	1068	9	280	197	none_recorded	ready_for_supported_tree_diagnostic
Saccharomyces__707202at2759__code1	7	1068	7	276	151	none_recorded	ready_for_supported_tree_diagnostic
Candida__707202at2759__code12	4	1071	4	315	96	none_recorded	ready_for_supported_tree_diagnostic
Amanita__707202at2759__code1	7	1077	7	496	304	none_recorded	ready_for_supported_tree_diagnostic
Suillus__707202at2759__code1	10	1074	10	259	112	none_recorded	ready_for_supported_tree_diagnostic
Naganishia__707202at2759__code1	4	786	4	281	49	none_recorded	ready_for_supported_tree_diagnostic
Malassezia__707202at2759__code1	5	1053	5	497	187	none_recorded	ready_for_supported_tree_diagnostic
Microbotryum__707202at2759__code1	4	1059	4	136	9	none_recorded	ready_for_supported_tree_diagnostic
Tilletia__707202at2759__code1	5	1077	3	283	55	none_recorded	insufficient_sequence_information_for_this_tree_workflow
Cryptococcus__707202at2759__code1	7	1059	7	333	277	none_recorded	ready_for_supported_tree_diagnostic
Wallemia__707202at2759__code1	4	1053	4	450	124	none_recorded	ready_for_supported_tree_diagnostic
Aspergillus__727964at2759__code1	10	1335	10	655	540	none_recorded	ready_for_supported_tree_diagnostic
Colletotrichum__727964at2759__code1	10	1335	10	322	195	none_recorded	ready_for_supported_tree_diagnostic
Fusarium__727964at2759__code1	10	1344	10	431	386	none_recorded	ready_for_supported_tree_diagnostic
Trichoderma__727964at2759__code1	10	1344	10	380	276	none_recorded	ready_for_supported_tree_diagnostic
Saccharomyces__727964at2759__code1	7	1284	7	413	233	none_recorded	ready_for_supported_tree_diagnostic
Candida__727964at2759__code12	4	1278	4	437	123	none_recorded	ready_for_supported_tree_diagnostic
Amanita__727964at2759__code1	6	906	6	377	214	none_recorded	ready_for_supported_tree_diagnostic
Suillus__727964at2759__code1	10	1275	10	346	132	none_recorded	ready_for_supported_tree_diagnostic
Malassezia__727964at2759__code1	4	1077	4	547	113	none_recorded	ready_for_supported_tree_diagnostic
Microbotryum__727964at2759__code1	4	1218	4	182	22	none_recorded	ready_for_supported_tree_diagnostic
Tilletia__727964at2759__code1	5	1281	4	369	73	none_recorded	ready_for_supported_tree_diagnostic
Cryptococcus__727964at2759__code1	10	1266	10	547	370	none_recorded	ready_for_supported_tree_diagnostic
Wallemia__727964at2759__code1	4	1158	4	494	136	none_recorded	ready_for_supported_tree_diagnostic
Umbelopsis__727964at2759__code1	4	1236	4	482	100	none_recorded	ready_for_supported_tree_diagnostic
Aspergillus__730114at2759__code1	10	1605	10	655	523	none_recorded	ready_for_supported_tree_diagnostic
Colletotrichum__730114at2759__code1	10	1599	10	440	272	none_recorded	ready_for_supported_tree_diagnostic
Fusarium__730114at2759__code1	9	1596	9	428	367	none_recorded	ready_for_supported_tree_diagnostic
Trichoderma__730114at2759__code1	10	1599	10	344	261	none_recorded	ready_for_supported_tree_diagnostic
Saccharomyces__730114at2759__code1	7	1545	7	563	344	none_recorded	ready_for_supported_tree_diagnostic
Candida__730114at2759__code12	4	1500	4	429	98	none_recorded	ready_for_supported_tree_diagnostic
Amanita__730114at2759__code1	7	1596	7	744	464	none_recorded	ready_for_supported_tree_diagnostic
Suillus__730114at2759__code1	10	1575	10	440	185	none_recorded	ready_for_supported_tree_diagnostic
Malassezia__730114at2759__code1	5	1569	5	954	383	none_recorded	ready_for_supported_tree_diagnostic
Microbotryum__730114at2759__code1	4	1599	4	226	10	none_recorded	ready_for_supported_tree_diagnostic
Tilletia__730114at2759__code1	5	1587	4	405	90	none_recorded	ready_for_supported_tree_diagnostic
Cryptococcus__730114at2759__code1	9	1587	9	631	241	none_recorded	ready_for_supported_tree_diagnostic
Wallemia__730114at2759__code1	4	1575	4	573	198	none_recorded	ready_for_supported_tree_diagnostic
Umbelopsis__730114at2759__code1	4	1602	4	508	119	none_recorded	ready_for_supported_tree_diagnostic
Aspergillus__760428at2759__code1	10	1164	10	622	462	none_recorded	ready_for_supported_tree_diagnostic
Colletotrichum__760428at2759__code1	10	1164	10	638	202	none_recorded	ready_for_supported_tree_diagnostic
Fusarium__760428at2759__code1	9	1179	9	354	299	none_recorded	ready_for_supported_tree_diagnostic
Trichoderma__760428at2759__code1	10	1167	10	651	258	none_recorded	ready_for_supported_tree_diagnostic
Saccharomyces__760428at2759__code1	7	873	7	587	470	none_recorded	ready_for_supported_tree_diagnostic
Amanita__760428at2759__code1	6	1149	6	598	341	none_recorded	ready_for_supported_tree_diagnostic
Suillus__760428at2759__code1	10	1146	10	301	132	none_recorded	ready_for_supported_tree_diagnostic
Naganishia__760428at2759__code1	4	951	4	589	70	none_recorded	ready_for_supported_tree_diagnostic
Malassezia__760428at2759__code1	5	1071	5	549	205	none_recorded	ready_for_supported_tree_diagnostic
Microbotryum__760428at2759__code1	4	1083	3	180	18	none_recorded	insufficient_sequence_information_for_this_tree_workflow
Tilletia__760428at2759__code1	5	1167	3	383	73	none_recorded	insufficient_sequence_information_for_this_tree_workflow
Cryptococcus__760428at2759__code1	9	1164	9	480	341	none_recorded	ready_for_supported_tree_diagnostic
Umbelopsis__760428at2759__code1	4	1125	4	430	93	none_recorded	ready_for_supported_tree_diagnostic
Aspergillus__776280at2759__code1	10	1476	9	849	688	none_recorded	ready_for_supported_tree_diagnostic
Colletotrichum__776280at2759__code1	8	1488	8	632	421	none_recorded	ready_for_supported_tree_diagnostic
Fusarium__776280at2759__code1	10	1482	10	599	517	none_recorded	ready_for_supported_tree_diagnostic
Trichoderma__776280at2759__code1	10	1452	10	907	771	none_recorded	ready_for_supported_tree_diagnostic
Saccharomyces__776280at2759__code1	6	1308	6	467	242	none_recorded	ready_for_supported_tree_diagnostic
Candida__776280at2759__code12	4	1368	4	537	113	none_recorded	ready_for_supported_tree_diagnostic
Amanita__776280at2759__code1	7	1275	7	740	438	none_recorded	ready_for_supported_tree_diagnostic
Suillus__776280at2759__code1	10	1479	10	443	174	none_recorded	ready_for_supported_tree_diagnostic
Naganishia__776280at2759__code1	4	942	4	725	142	none_recorded	ready_for_supported_tree_diagnostic
Malassezia__776280at2759__code1	5	1362	5	873	374	none_recorded	ready_for_supported_tree_diagnostic
Microbotryum__776280at2759__code1	4	1107	4	697	67	none_recorded	ready_for_supported_tree_diagnostic
Tilletia__776280at2759__code1	4	1098	4	716	370	none_recorded	ready_for_supported_tree_diagnostic
