case_id	marker	genus_label	translation_table	source_strict_taxa	excluded_curated_hybrids	retained_taxa	source_codon_columns	retained_codon_columns	minimum_observed_codons	maximum_observed_codons	marker_copy_caveat	status	selection_status
Trichoderma__4977863at2759__code1	4977863at2759	Trichoderma	1	10	0	10	643	622	610	622	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Saccharomyces__4977863at2759__code1	4977863at2759	Saccharomyces	1	7	0	7	643	584	583	584	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Candida__4977863at2759__code12	4977863at2759	Candida	12	4	0	4	643	561	561	561	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Amanita__4977863at2759__code1	4977863at2759	Amanita	1	6	0	6	643	575	557	575	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Suillus__4977863at2759__code1	4977863at2759	Suillus	1	10	0	10	643	585	554	585	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Naganishia__4977863at2759__code1	4977863at2759	Naganishia	1	3	0	3	643	572	572	572	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Malassezia__4977863at2759__code1	4977863at2759	Malassezia	1	5	0	5	643	549	540	549	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Microbotryum__4977863at2759__code1	4977863at2759	Microbotryum	1	4	0	4	643	554	554	554	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Serendipita__4977863at2759__code1	4977863at2759	Serendipita	1	2	0	2	643	559	559	559	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Tilletia__4977863at2759__code1	4977863at2759	Tilletia	1	3	0	3	643	579	579	579	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Cryptococcus__4977863at2759__code1	4977863at2759	Cryptococcus	1	10	0	10	643	584	582	584	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Wallemia__4977863at2759__code1	4977863at2759	Wallemia	1	4	0	4	643	561	561	561	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Umbelopsis__4977863at2759__code1	4977863at2759	Umbelopsis	1	3	0	3	643	468	468	468	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Aspergillus__4983000at2759__code1	4983000at2759	Aspergillus	1	9	0	9	504	490	489	490	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Colletotrichum__4983000at2759__code1	4983000at2759	Colletotrichum	1	10	0	10	504	489	489	489	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Fusarium__4983000at2759__code1	4983000at2759	Fusarium	1	10	0	10	504	487	487	487	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Trichoderma__4983000at2759__code1	4983000at2759	Trichoderma	1	10	0	10	504	487	487	487	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Saccharomyces__4983000at2759__code1	4983000at2759	Saccharomyces	1	7	0	7	504	472	472	472	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Candida__4983000at2759__code1	4983000at2759	Candida	1	0	0	0	504	0	0	0	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Candida__4983000at2759__code12	4983000at2759	Candida	12	4	0	4	504	374	374	374	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Amanita__4983000at2759__code1	4983000at2759	Amanita	1	7	0	7	504	484	474	484	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Suillus__4983000at2759__code1	4983000at2759	Suillus	1	8	0	8	504	493	491	493	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Naganishia__4983000at2759__code1	4983000at2759	Naganishia	1	3	0	3	504	448	448	448	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Malassezia__4983000at2759__code1	4983000at2759	Malassezia	1	5	0	5	504	492	489	492	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Microbotryum__4983000at2759__code1	4983000at2759	Microbotryum	1	4	0	4	504	483	483	483	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Serendipita__4983000at2759__code1	4983000at2759	Serendipita	1	1	0	1	504	493	493	493	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Tilletia__4983000at2759__code1	4983000at2759	Tilletia	1	5	0	5	504	498	498	498	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Cryptococcus__4983000at2759__code1	4983000at2759	Cryptococcus	1	10	0	10	504	496	496	496	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Wallemia__4983000at2759__code1	4983000at2759	Wallemia	1	4	0	4	504	496	496	496	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Umbelopsis__4983000at2759__code1	4983000at2759	Umbelopsis	1	4	0	4	504	362	362	362	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Aspergillus__4985971at2759__code1	4985971at2759	Aspergillus	1	10	0	10	359	349	346	349	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Colletotrichum__4985971at2759__code1	4985971at2759	Colletotrichum	1	10	0	10	359	353	353	353	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Fusarium__4985971at2759__code1	4985971at2759	Fusarium	1	10	0	10	359	348	267	348	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Trichoderma__4985971at2759__code1	4985971at2759	Trichoderma	1	9	0	9	359	351	329	351	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Saccharomyces__4985971at2759__code1	4985971at2759	Saccharomyces	1	7	0	7	359	344	344	344	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Candida__4985971at2759__code1	4985971at2759	Candida	1	1	0	1	359	346	346	346	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Candida__4985971at2759__code12	4985971at2759	Candida	12	4	0	4	359	342	342	342	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Amanita__4985971at2759__code1	4985971at2759	Amanita	1	6	0	6	359	334	285	334	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Suillus__4985971at2759__code1	4985971at2759	Suillus	1	7	0	7	359	340	337	340	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Naganishia__4985971at2759__code1	4985971at2759	Naganishia	1	4	0	4	359	245	245	245	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Malassezia__4985971at2759__code1	4985971at2759	Malassezia	1	5	0	5	359	326	324	326	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Microbotryum__4985971at2759__code1	4985971at2759	Microbotryum	1	4	0	4	359	331	331	331	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Serendipita__4985971at2759__code1	4985971at2759	Serendipita	1	2	0	2	359	338	338	338	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Tilletia__4985971at2759__code1	4985971at2759	Tilletia	1	5	0	5	359	334	330	334	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Cryptococcus__4985971at2759__code1	4985971at2759	Cryptococcus	1	10	0	10	359	343	337	343	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Wallemia__4985971at2759__code1	4985971at2759	Wallemia	1	4	0	4	359	321	321	321	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Umbelopsis__4985971at2759__code1	4985971at2759	Umbelopsis	1	3	0	3	359	265	265	265	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Aspergillus__4986044at2759__code1	4986044at2759	Aspergillus	1	10	0	10	526	264	232	264	requires_gene_copy_reconciliation_before_confirmatory_single_ortholog_analysis	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Colletotrichum__4986044at2759__code1	4986044at2759	Colletotrichum	1	10	0	10	526	469	469	469	requires_gene_copy_reconciliation_before_confirmatory_single_ortholog_analysis	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Fusarium__4986044at2759__code1	4986044at2759	Fusarium	1	10	0	10	526	481	479	481	requires_gene_copy_reconciliation_before_confirmatory_single_ortholog_analysis	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Trichoderma__4986044at2759__code1	4986044at2759	Trichoderma	1	10	0	10	526	477	477	477	requires_gene_copy_reconciliation_before_confirmatory_single_ortholog_analysis	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Saccharomyces__4986044at2759__code1	4986044at2759	Saccharomyces	1	7	0	7	526	455	268	455	requires_gene_copy_reconciliation_before_confirmatory_single_ortholog_analysis	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Candida__4986044at2759__code1	4986044at2759	Candida	1	0	0	0	526	0	0	0	requires_gene_copy_reconciliation_before_confirmatory_single_ortholog_analysis	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Candida__4986044at2759__code12	4986044at2759	Candida	12	4	0	4	526	449	449	449	requires_gene_copy_reconciliation_before_confirmatory_single_ortholog_analysis	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Amanita__4986044at2759__code1	4986044at2759	Amanita	1	6	0	6	526	502	486	502	requires_gene_copy_reconciliation_before_confirmatory_single_ortholog_analysis	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Suillus__4986044at2759__code1	4986044at2759	Suillus	1	10	0	10	526	497	486	497	requires_gene_copy_reconciliation_before_confirmatory_single_ortholog_analysis	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Naganishia__4986044at2759__code1	4986044at2759	Naganishia	1	3	0	3	526	508	508	508	requires_gene_copy_reconciliation_before_confirmatory_single_ortholog_analysis	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Malassezia__4986044at2759__code1	4986044at2759	Malassezia	1	5	0	5	526	429	249	429	requires_gene_copy_reconciliation_before_confirmatory_single_ortholog_analysis	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Microbotryum__4986044at2759__code1	4986044at2759	Microbotryum	1	4	0	4	526	487	487	487	requires_gene_copy_reconciliation_before_confirmatory_single_ortholog_analysis	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Serendipita__4986044at2759__code1	4986044at2759	Serendipita	1	2	0	2	526	432	432	432	requires_gene_copy_reconciliation_before_confirmatory_single_ortholog_analysis	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Tilletia__4986044at2759__code1	4986044at2759	Tilletia	1	5	0	5	526	498	494	498	requires_gene_copy_reconciliation_before_confirmatory_single_ortholog_analysis	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Cryptococcus__4986044at2759__code1	4986044at2759	Cryptococcus	1	9	0	9	526	482	478	482	requires_gene_copy_reconciliation_before_confirmatory_single_ortholog_analysis	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Wallemia__4986044at2759__code1	4986044at2759	Wallemia	1	4	0	4	526	475	475	475	requires_gene_copy_reconciliation_before_confirmatory_single_ortholog_analysis	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Umbelopsis__4986044at2759__code1	4986044at2759	Umbelopsis	1	4	0	4	526	457	457	457	requires_gene_copy_reconciliation_before_confirmatory_single_ortholog_analysis	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Aspergillus__4987397at2759__code1	4987397at2759	Aspergillus	1	9	0	9	905	857	844	857	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Colletotrichum__4987397at2759__code1	4987397at2759	Colletotrichum	1	9	0	9	905	891	878	891	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Fusarium__4987397at2759__code1	4987397at2759	Fusarium	1	10	0	10	905	881	876	881	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Trichoderma__4987397at2759__code1	4987397at2759	Trichoderma	1	10	0	10	905	884	884	884	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Saccharomyces__4987397at2759__code1	4987397at2759	Saccharomyces	1	7	0	7	905	840	840	840	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Candida__4987397at2759__code12	4987397at2759	Candida	12	4	0	4	905	833	833	833	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Amanita__4987397at2759__code1	4987397at2759	Amanita	1	5	0	5	905	868	858	868	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Suillus__4987397at2759__code1	4987397at2759	Suillus	1	9	0	9	905	838	838	838	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Naganishia__4987397at2759__code1	4987397at2759	Naganishia	1	3	0	3	905	858	858	858	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Malassezia__4987397at2759__code1	4987397at2759	Malassezia	1	5	0	5	905	849	839	848	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Microbotryum__4987397at2759__code1	4987397at2759	Microbotryum	1	4	0	4	905	859	859	859	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Serendipita__4987397at2759__code1	4987397at2759	Serendipita	1	2	0	2	905	767	767	767	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Tilletia__4987397at2759__code1	4987397at2759	Tilletia	1	5	0	5	905	869	821	869	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Cryptococcus__4987397at2759__code1	4987397at2759	Cryptococcus	1	10	0	10	905	871	775	871	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Wallemia__4987397at2759__code1	4987397at2759	Wallemia	1	4	0	4	905	835	835	835	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Umbelopsis__4987397at2759__code1	4987397at2759	Umbelopsis	1	4	0	4	905	798	798	798	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Aspergillus__4988239at2759__code1	4988239at2759	Aspergillus	1	10	0	10	1063	1039	1038	1039	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Colletotrichum__4988239at2759__code1	4988239at2759	Colletotrichum	1	9	0	9	1063	1039	1038	1039	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Fusarium__4988239at2759__code1	4988239at2759	Fusarium	1	10	0	10	1063	1045	1044	1045	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Trichoderma__4988239at2759__code1	4988239at2759	Trichoderma	1	10	0	10	1063	1043	1017	1043	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Saccharomyces__4988239at2759__code1	4988239at2759	Saccharomyces	1	7	0	7	1063	1033	1032	1033	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Candida__4988239at2759__code12	4988239at2759	Candida	12	4	0	4	1063	1022	1022	1022	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Amanita__4988239at2759__code1	4988239at2759	Amanita	1	5	0	5	1063	1014	948	1014	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Suillus__4988239at2759__code1	4988239at2759	Suillus	1	9	0	9	1063	1007	933	1007	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Naganishia__4988239at2759__code1	4988239at2759	Naganishia	1	4	0	4	1063	1007	1007	1007	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
