manual_review_rank	species_a	species_b	marker	taxon_a	taxon_b	same_model_coordinates	pfam_accession	pfam_name	hit_a	hit_b	domain_a_start	domain_a_end	domain_b_start	domain_b_end	domain_shared_positions	domain_compared_residues	whole_marker_compared_residues	whole_marker_rmsd_angstrom	domain_sites_under_whole_marker_fit_rmsd_angstrom	domain_own_fit_rmsd_angstrom	domain_fit_improvement_angstrom	domain_uncorrected_sequence_difference	local_distance_pairs	local_mean_absolute_distance_change_angstrom	pae10_local_pairs	pae10_local_pair_fraction	pae10_local_mean_absolute_distance_change_angstrom
272	Colletotrichum abscissum	Trichoderma harzianum	5002573at2759	F1671311	F5544	False	PF26356.1	Pelota_N	H00098289	H00029913	2	90	1	131	85	82	285	1.5989536414680716	1.939339515506035	1.5280973792973827	0.41124213620865224	0.36585365853658536	996	0.3504152632065757	992	0.9959839357429718	0.32669562979667005
273	Pachysolen tannophilus	Trichoderma harzianum	5002573at2759	F4918	F5544	False	PF03465.21	eRF1_3	H00052719	H00029915	278	378	273	376	97	97	327	1.534967067121412	1.6642944558887185	1.2534041024827254	0.4108903534059931	0.5051546391752577	1878	0.4342854070168699	1878	1.0	0.4342854070168699
274	Pseudovirgaria hyperparasitica	Pachysolen tannophilus	5005892at2759	F470096	F4918	False	PF09202.18	Rio2_N	H00092253	H00125527	8	90	8	91	81	73	240	0.9638173027839047	0.7687012039428605	0.3578141146395866	0.41088708930327383	0.3835616438356164	1359	0.16308376520986217	1359	1.0	0.16308376520986217
275	Aulographum hederae	Pachysolen tannophilus	5002573at2759	F1176130	F4918	False	PF26356.1	Pelota_N	H00100613	H00052717	1	138	1	135	117	109	339	1.4458343739429873	1.0942827651254088	0.6913590922433456	0.4029236728820632	0.6422018348623854	2057	0.33982627404574856	2057	1.0	0.33982627404574856
276	Pseudovirgaria hyperparasitica	Pachysolen tannophilus	4987397at2759	F470096	F4918	False	PF14551.12	MCM_N	H00087559	H00002800	233	332	205	320	78	77	596	2.0551533109962565	1.1925127427008384	0.7914581684702683	0.4010545742305701	0.5454545454545454	1185	0.3195385280573684	1185	1.0	0.3195385280573684
277	Colletotrichum destructivum	Fusarium oxysporum	5002573at2759	F34406	F5507	False	PF03464.21	eRF1_2	H00003663	H00013015	139	263	139	267	120	101	302	1.0009929716310761	1.4373146224973827	1.0396970667437435	0.3976175557536392	0.25742574257425743	2010	0.25749008701756504	2007	0.9985074626865672	0.25755443849650006
278	Cladosporium halotolerans	Pachysolen tannophilus	340246at2759	F1052096	F4918	False	PF00271.38	Helicase_C	H00028381	H00042529	490	595	491	597	99	87	393	1.6657513785776012	2.042248722818778	1.6463006091769714	0.3959481136418066	0.5632183908045977	1464	0.5970476879205789	1464	1.0	0.5970476879205789
279	Aspergillus luchuensis	Pseudovirgaria hyperparasitica	5015647at2759	F1069201	F470096	False	PF17207.10	MCM_OB	H00125732	H00081287	242	371	234	362	124	123	448	0.6429686956064755	0.6390534740721082	0.2442704124080473	0.3947830616640609	0.21138211382113822	1831	0.12958990139468227	1831	1.0	0.12958990139468227
280	Pachysolen tannophilus	Trichoderma harzianum	5002573at2759	F4918	F5544	False	PF26356.1	Pelota_N	H00052717	H00029913	1	135	1	131	113	105	327	1.534967067121412	1.1836952422459892	0.7900316502805967	0.39366359196539247	0.6666666666666666	1993	0.4146974606905836	1993	1.0	0.4146974606905836
281	Aulographum hederae	Trichoderma harzianum	5002573at2759	F1176130	F5544	False	PF03464.21	eRF1_2	H00100614	H00029914	148	277	140	268	122	117	328	1.5290498157378944	1.7113731518455038	1.3207970790395256	0.39057607280597817	0.6068376068376068	2348	0.5256878624469743	2342	0.9974446337308348	0.5175542147277936
282	Colletotrichum costaricense	Saccharomyces uvarum	4843824at2759	F1209916	F230603	False	PF03876.23	SHS2_Rpb7-N	H00058673	H00096644	9	64	8	64	56	56	178	0.9042863375954597	0.9760319237873487	0.5877924608036748	0.38823946298367396	0.5178571428571429	599	0.22447905114088285	599	1.0	0.22447905114088285
283	Colletotrichum tamarilloi	Saccharomyces uvarum	4843824at2759	F1209934	F230603	False	PF03876.23	SHS2_Rpb7-N	H00058673	H00096644	9	64	8	64	56	56	178	0.9042863375954597	0.9760319237873487	0.5877924608036748	0.38823946298367396	0.5178571428571429	599	0.22447905114088285	599	1.0	0.22447905114088285
284	Pseudovirgaria hyperparasitica	Pachysolen tannophilus	4900375at2759	F470096	F4918	False	PF05916.17	Sld5	H00108663	H00114094	82	151	80	150	66	66	155	3.1460766639923596	0.7352887200891087	0.3473403835626359	0.3879483365264728	0.6363636363636364	637	0.15194346088624736	637	1.0	0.15194346088624736
285	Aulographum hederae	Trichoderma harzianum	5002573at2759	F1176130	F5544	False	PF03465.21	eRF1_3	H00100615	H00029915	282	386	273	376	98	98	328	1.5290498157378944	1.518455879048009	1.1318334450538632	0.38662243399414575	0.45918367346938777	1899	0.278174650722853	1899	1.0	0.278174650722853
286	Phialemonium atrogriseum	Pestalotiopsis fici	4911644at2759	F1093897	F393283	False	PF18004.7	RPN2_C	H00058854	H00076432	872	1052	948	1129	69	45	690	0.8349789984480177	1.1156674786709764	0.730478243389371	0.3851892352816054	0.17777777777777778	215	0.24853249677194442	215	1.0	0.24853249677194442
287	Aspergillus nidulans	Neoarthrinium moseri	5001941at2759	F162425	F1658444	False	PF17681.7	GCP_N_terminal	H00051082	H00128612	167	504	192	526	278	249	482	1.7788317507279	0.859216677904692	0.47459664572028726	0.38462003218440477	0.30120481927710846	5191	0.15761128990241438	5188	0.9994220766711617	0.15763652261136166
288	Magnusiomyces paraingens	Pachysolen tannophilus	5001280at2759	F2606893	F4918	False	PF22298.3	Tsr1_G-like	H00128876	H00035103	40	193	85	248	146	136	492	2.154262835744945	1.2354893895925378	0.8510808046766102	0.38440858491592766	0.5882352941176471	2892	0.38522487618532136	2892	1.0	0.38522487618532136
289	Pseudovirgaria hyperparasitica	Aspergillus oryzae	5015647at2759	F470096	F5062	False	PF17855.8	MCM_lid	H00081290	H00055135	708	794	711	798	82	75	448	0.7709082648805838	0.5650574193619434	0.18117379022771382	0.3838836291342296	0.22666666666666666	1162	0.11130161205267385	1162	1.0	0.11130161205267385
290	Pseudomassariella vexata	Pseudovirgaria hyperparasitica	4971272at2759	F1141098	F470096	False	PF18098.7	RPN5_C	H00006442	H00062064	442	474	447	479	32	32	356	0.9306668043118747	0.5854203876616907	0.20300028540208173	0.382420102259609	0.15625	183	0.0320306182435877	183	1.0	0.0320306182435877
291	Aspergillus luchuensis	Pseudovirgaria hyperparasitica	5015647at2759	F1069201	F470096	False	PF17855.8	MCM_lid	H00125735	H00081290	714	801	708	794	82	75	448	0.6429686956064755	0.5807407218567705	0.20351122281439635	0.37722949904237413	0.18666666666666668	1164	0.13693876075041148	1164	1.0	0.13693876075041148
292	Pseudovirgaria hyperparasitica	Scedosporium apiospermum	3643464at2759	F470096	F563466	False	PF17681.7	GCP_N_terminal	H00163248	H00136322	211	515	219	520	257	237	470	1.1789862025042412	1.178258641463264	0.8018585396702153	0.37640010179304884	0.29535864978902954	4874	0.20443767952418	4863	0.99774312679524	0.20421422180304194
293	Lithohypha guttulata	Diplodia corticola	115730at2759	F1690604	F236234	False	PF17903.8	KH_KRR1_1st	H00012551	H00103676	38	118	38	118	80	80	224	0.8277909700145177	0.8081086218936196	0.4382460741257126	0.36986254776790706	0.2125	1472	0.13271791376183276	1472	1.0	0.13271791376183276
294	Aspergillus luchuensis	Cercospora beticola	5015647at2759	F1069201	F122368	False	PF17207.10	MCM_OB	H00125732	H00025803	242	371	243	372	125	122	444	0.5986755781225132	0.586481516337017	0.2174217011522579	0.36905981518475905	0.19672131147540983	1786	0.11243486028429521	1786	1.0	0.11243486028429521
295	Neolecta irregularis	Microthyrium microscopicum	115730at2759	F48691	F703497	False	PF17903.8	KH_KRR1_1st	H00099068	H00081972	56	136	38	118	80	80	225	0.8834250538597309	0.6740195382592713	0.30637946272560224	0.36764007553366906	0.3125	1464	0.157548894693166	1464	1.0	0.157548894693166
296	Cladosporium halotolerans	Saccharomyces kudriavzevii	340246at2759	F1052096	F114524	False	PF00271.38	Helicase_C	H00028381	H00081067	490	595	457	556	93	82	397	1.791253621972947	2.059070069625565	1.6965226530627386	0.3625474165628264	0.524390243902439	1327	0.5790589920824972	1327	1.0	0.5790589920824972
297	Neoarthrinium moseri	Saccharomyces pastorianus	5001941at2759	F1658444	F27292	False	PF17681.7	GCP_N_terminal	H00128612	H00067105	192	526	60	410	278	205	321	2.312098942523811	2.186163177931527	1.8241374161897406	0.36202576174178636	0.6926829268292682	3960	0.7189011338383277	3937	0.9941919191919192	0.7106803146223845
298	Lithohypha guttulata	Colletotrichum fioriniae	539632at2759	F1690604	F710243	False	PF00575.30	S1	H00084714	H00155027	19	93	17	91	75	75	237	0.8532837461025903	0.45100663077341474	0.08909916752874536	0.3619074632446694	0.06666666666666667	1307	0.05181373465655461	1306	0.9992348890589136	0.05182826678205972
299	Colletotrichum costaricense	Lithohypha guttulata	539632at2759	F1209916	F1690604	False	PF00575.30	S1	H00155027	H00084714	17	91	19	93	75	75	237	0.8532837461025855	0.45100663077340686	0.08909916752874486	0.361907463244662	0.06666666666666667	1307	0.05181373465655461	1306	0.9992348890589136	0.05182826678205972
300	Colletotrichum tamarilloi	Lithohypha guttulata	539632at2759	F1209934	F1690604	False	PF00575.30	S1	H00155027	H00084714	17	91	19	93	75	75	237	0.8532837461025855	0.45100663077340686	0.08909916752874486	0.361907463244662	0.06666666666666667	1307	0.05181373465655461	1306	0.9992348890589136	0.05182826678205972
301	Colletotrichum lupini	Lithohypha guttulata	539632at2759	F145971	F1690604	False	PF00575.30	S1	H00155027	H00084714	17	91	19	93	75	75	237	0.8532837461025855	0.45100663077340686	0.08909916752874486	0.361907463244662	0.06666666666666667	1307	0.05181373465655461	1306	0.9992348890589136	0.05182826678205972
302	Colletotrichum abscissum	Lithohypha guttulata	539632at2759	F1671311	F1690604	False	PF00575.30	S1	H00155027	H00084714	17	91	19	93	75	75	237	0.8532837461025855	0.45100663077340686	0.08909916752874486	0.361907463244662	0.06666666666666667	1307	0.05181373465655461	1306	0.9992348890589136	0.05182826678205972
303	Phyllachora maydis	Pestalotiopsis fici	4985971at2759	F1825666	F393283	False	PF03029.24	ATP_bind_1	H00147742	H00071032	21	299	20	280	237	229	269	0.9905027474165268	0.6023259932545296	0.24740703367053885	0.3549189595839908	0.17903930131004367	5146	0.10370485773351579	5146	1.0	0.10370485773351579
304	Sphaceloma murrayae	Pachysolen tannophilus	5005697at2759	F2082308	F4918	False	PF02881.25	SRP54_N	H00007955	H00142039	378	447	306	369	60	41	223	1.4214802622319436	1.143832813991894	0.7934003959442242	0.3504324180476699	0.5853658536585366	498	0.39989560486935394	498	1.0	0.39989560486935394
305	Trichoderma asperellum	Pachysolen tannophilus	5005697at2759	F101201	F4918	False	PF02881.25	SRP54_N	H00041785	H00142039	343	411	306	369	59	40	223	1.7559386909868082	1.0993111956297938	0.7531458668055351	0.34616532882425877	0.65	480	0.357953532870714	480	1.0	0.357953532870714
306	Aulographum hederae	Pachysolen tannophilus	5002573at2759	F1176130	F4918	False	PF03465.21	eRF1_3	H00100615	H00052719	282	386	278	378	97	97	339	1.4458343739429873	1.3392553548593775	0.9991249838938709	0.3401303709655066	0.6288659793814433	1881	0.40539841984385916	1881	1.0	0.40539841984385916
307	Aspergillus nidulans	Pneumocystis carinii	115730at2759	F162425	F4754	False	PF17903.8	KH_KRR1_1st	H00142228	H00054626	38	118	51	131	80	80	225	1.1319113090568187	0.5456153420308488	0.2065343962826022	0.33908094574824665	0.25	1448	0.0976396217700855	1448	1.0	0.0976396217700855
308	Pseudovirgaria hyperparasitica	Pachysolen tannophilus	5006326at2759	F470096	F4918	False	PF03484.22	B5	H00026400	H00111093	301	368	296	363	62	62	538	2.376050265163798	1.2996539560075835	0.9637748984995602	0.33587905750802327	0.41935483870967744	1065	0.2601904680787345	1065	1.0	0.2601904680787345
309	Colletotrichum destructivum	Fusarium oxysporum	5002573at2759	F34406	F5507	False	PF26356.1	Pelota_N	H00003662	H00013014	1	130	1	130	113	106	302	1.0009929716310761	0.6965919554113366	0.36096495168879134	0.3356270037225452	0.32075471698113206	1873	0.14873027588891818	1871	0.99893219434063	0.1476632424725151
310	Cercospora beticola	Aspergillus oryzae	5015647at2759	F122368	F5062	False	PF17855.8	MCM_lid	H00025806	H00055135	715	802	711	798	83	75	443	0.7369728913007962	0.5194342905507584	0.18516945024163278	0.3342648403091256	0.25333333333333335	1150	0.10502864477463163	1150	1.0	0.10502864477463163
311	Pseudovirgaria hyperparasitica	Pachysolen tannophilus	4969018at2759	F470096	F4918	False	PF01472.27	PUA	H00080852	H00163142	273	346	267	340	74	74	348	0.7338965200302048	0.46862001325623265	0.13657403051618747	0.33204598274004515	0.1891891891891892	1428	0.08002974475307957	1428	1.0	0.08002974475307957
312	Aspergillus puulaauensis	Pneumocystis carinii	115730at2759	F1220207	F4754	False	PF17903.8	KH_KRR1_1st	H00069357	H00054626	38	118	51	131	80	80	226	1.2031895372792316	0.8085773051443753	0.477249371525826	0.3313279336185493	0.2625	1453	0.14878585186532675	1453	1.0	0.14878585186532675
313	Pachysolen tannophilus	Colletotrichum higginsianum	5004599at2759	F4918	F80884	False	PF13959.12	CTE_SPB4	H00051532	H00065593	451	500	444	493	41	41	360	1.0227913444178685	2.0064009382227095	1.6760820766049123	0.3303188616177972	0.4146341463414634	423	0.2923749620331481	423	1.0	0.2923749620331481
314	Colletotrichum gloeosporioides	Pachysolen tannophilus	5002573at2759	F474922	F4918	False	PF26356.1	Pelota_N	H00090456	H00052717	28	157	1	135	114	103	325	2.036338129907427	1.6743710226238464	1.3471462225249484	0.327224800098898	0.6407766990291263	1946	0.49886499269395	1938	0.9958890030832477	0.48471352967189907
315	Colletotrichum costaricense	Pachysolen tannophilus	5002573at2759	F1209916	F4918	False	PF26356.1	Pelota_N	H00098289	H00052717	2	90	1	135	85	76	280	1.9952654331957893	1.5963355583628744	1.2725491440339212	0.3237864143289533	0.6710526315789473	963	0.43388812124556325	962	0.9989615784008308	0.42937976717496745
316	Colletotrichum tamarilloi	Pachysolen tannophilus	5002573at2759	F1209934	F4918	False	PF26356.1	Pelota_N	H00098289	H00052717	2	90	1	135	85	76	280	1.9952654331957893	1.5963355583628744	1.2725491440339212	0.3237864143289533	0.6710526315789473	963	0.43388812124556325	962	0.9989615784008308	0.42937976717496745
317	Colletotrichum lupini	Pachysolen tannophilus	5002573at2759	F145971	F4918	False	PF26356.1	Pelota_N	H00098289	H00052717	2	90	1	135	85	76	280	1.9952654331957893	1.5963355583628744	1.2725491440339212	0.3237864143289533	0.6710526315789473	963	0.43388812124556325	962	0.9989615784008308	0.42937976717496745
318	Colletotrichum abscissum	Pachysolen tannophilus	5002573at2759	F1671311	F4918	False	PF26356.1	Pelota_N	H00098289	H00052717	2	90	1	135	85	76	280	1.9952654331957893	1.5963355583628744	1.2725491440339212	0.3237864143289533	0.6710526315789473	963	0.43388812124556325	962	0.9989615784008308	0.42937976717496745
319	Aspergillus luchuensis	Cercospora beticola	5015647at2759	F1069201	F122368	False	PF17855.8	MCM_lid	H00125735	H00025806	714	801	715	802	83	75	444	0.5986755781225132	0.4928387967678975	0.17254715854752561	0.3202916382203719	0.21333333333333335	1148	0.10302007539274456	1148	1.0	0.10302007539274456
320	Aspergillus puulaauensis	Pachysolen tannophilus	5005697at2759	F1220207	F4918	False	PF02881.25	SRP54_N	H00019473	H00142039	333	402	306	369	60	41	222	0.9157767930160222	1.0667227119718095	0.7489734567750036	0.31774925519680586	0.6341463414634146	499	0.3641372053901724	499	1.0	0.3641372053901724
321	Saccharomyces pastorianus	Pleurostoma richardsiae	5001941at2759	F27292	F41990	False	PF17681.7	GCP_N_terminal	H00067105	H00092256	60	410	189	524	278	205	320	2.192614063317635	2.096022414867145	1.781625809740313	0.3143966051268321	0.6780487804878049	3954	0.7119062228033088	3930	0.9939301972685888	0.7038420802268199
322	Paracoccidioides lutzii	Pachysolen tannophilus	4969018at2759	F1048829	F4918	False	PF01472.27	PUA	H00156297	H00163142	274	347	267	340	74	74	349	0.7654570330290175	0.5076604779480621	0.20136659201490834	0.30629388593315376	0.14864864864864866	1433	0.11970821402941093	1433	1.0	0.11970821402941093
323	Neoarthrinium moseri	Pseudovirgaria hyperparasitica	5001941at2759	F1658444	F470096	False	PF17681.7	GCP_N_terminal	H00128612	H00040323	192	526	1	328	268	229	456	1.6263671066036394	0.853472869153707	0.5539228461289432	0.29955002302476386	0.25327510917030566	4313	0.18063929410870222	4294	0.9955947136563876	0.18052966922341376
324	Aspergillus nidulans	Microthyrium microscopicum	115730at2759	F162425	F703497	False	PF17903.8	KH_KRR1_1st	H00142228	H00081972	38	118	38	118	80	80	226	0.832841463722918	0.7430499418266495	0.4444404219323686	0.2986095198942809	0.175	1461	0.12297879478197168	1461	1.0	0.12297879478197168
325	Aulographum hederae	Pachysolen tannophilus	5002573at2759	F1176130	F4918	False	PF03464.21	eRF1_2	H00100614	H00052718	148	277	143	274	122	121	339	1.4458343739429873	1.7942994790897508	1.5017140326067506	0.2925854464830002	0.5702479338842975	2384	0.5363242243103578	2380	0.9983221476510067	0.5251242770964687
326	Pachysolen tannophilus	Microthyrium microscopicum	5013259at2759	F4918	F703497	False	PF01246.27	Ribosomal_L24e	H00031091	H00035033	1	65	1	65	65	65	139	1.4581851298782107	0.49134326801949124	0.20056013873991288	0.2907831292795784	0.27692307692307694	845	0.10809306690184388	845	1.0	0.10809306690184388
327	Pachysolen tannophilus	Lepidopterella palustris	5001280at2759	F4918	F741139	False	PF08142.19	AARP2CN	H00035104	H00024033	252	319	244	312	65	58	389	2.313619944502136	1.3466129940297773	1.0562594540149306	0.2903535400148467	0.5689655172413793	673	0.5191899110948002	671	0.9970282317979198	0.5197738277977424
328	Colletotrichum costaricense	Pachysolen tannophilus	4843824at2759	F1209916	F4918	False	PF03876.23	SHS2_Rpb7-N	H00058673	H00034406	9	64	8	63	55	55	180	0.8964201788906193	0.7820521912677146	0.49211101902184495	0.2899411722458697	0.5818181818181818	581	0.22886036188126693	581	1.0	0.22886036188126693
329	Colletotrichum tamarilloi	Pachysolen tannophilus	4843824at2759	F1209934	F4918	False	PF03876.23	SHS2_Rpb7-N	H00058673	H00034406	9	64	8	63	55	55	180	0.8964201788906193	0.7820521912677146	0.49211101902184495	0.2899411722458697	0.5818181818181818	581	0.22886036188126693	581	1.0	0.22886036188126693
330	Pleurostoma richardsiae	Pachysolen tannophilus	5005892at2759	F41990	F4918	False	PF09202.18	Rio2_N	H00071095	H00125527	8	92	8	91	82	77	242	1.1523489764392028	1.1290921421075388	0.8403982829056482	0.2886938592018906	0.45454545454545453	1450	0.2528133669342928	1450	1.0	0.2528133669342928
331	Fusarium musae	Pestalotiopsis fici	4985971at2759	F1042133	F393283	False	PF03029.24	ATP_bind_1	H00029464	H00071032	21	284	20	280	237	229	269	0.6992374417975009	0.4603111429571498	0.1733989898861934	0.2869121530709564	0.13973799126637554	5119	0.07376349515232042	5119	1.0	0.07376349515232042
332	Fusarium verticillioides	Pestalotiopsis fici	4985971at2759	F117187	F393283	False	PF03029.24	ATP_bind_1	H00029464	H00071032	21	284	20	280	237	229	269	0.6992374417975009	0.4603111429571498	0.1733989898861934	0.2869121530709564	0.13973799126637554	5119	0.07376349515232042	5119	1.0	0.07376349515232042
333	Phialemonium atrogriseum	Saccharomycopsis crataegensis	5003856at2759	F1093897	F43959	False	PF21266.4	S1_RRP4	H00024968	H00131144	105	177	80	152	71	65	170	1.103472854975738	0.7750828045649149	0.4928893795539694	0.28219342501094546	0.5076923076923077	961	0.22172380350787044	961	1.0	0.22172380350787044
