representative_input_id	models	unique_sequences	taxa	ingroup_taxa	outgroup_taxa	sources	markers	marker_ids_json	major_lineages_json	minimum_length	maximum_length	model_weighted_median_mean_CA_plddt	models_mean_CA_plddt_below70	edges_not_passing_both_approximate_directions	edge_qualification	orthology_status
M005737	1	1	1	1	0	AlphaFold	1	"[""5005010at2759""]"	"[""Ascomycota""]"	118	118	90.50296610169488	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M005742	2	2	2	2	0	AlphaFold;ESMFold	1	"[""5013726at2759""]"	"[""Ascomycota""]"	150	150	75.51191236775716	0	0	pending_exact_score_review	not_established_by_structural_clustering
M005826	1	1	1	1	0	AlphaFold	1	"[""5006412at2759""]"	"[""Ascomycota""]"	714	714	66.02485994397759	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M005867	2	2	3	3	0	AlphaFold	1	"[""4843824at2759""]"	"[""Ascomycota""]"	193	193	88.3937564766839	0	0	pending_exact_score_review	not_established_by_structural_clustering
M005873	1	1	1	1	0	AlphaFold	1	"[""5013259at2759""]"	"[""Ascomycota""]"	184	184	75.62005434782613	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M005881	37	37	37	37	0	AlphaFold	1	"[""4976279at2759""]"	"[""Ascomycota"", ""Basidiomycota""]"	509	659	78.23467128027681	1	0	pending_exact_score_review	not_established_by_structural_clustering
M005912	1	1	1	1	0	AlphaFold	1	"[""5005010at2759""]"	"[""Ascomycota""]"	118	118	90.25415254237286	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M005915	1	1	1	1	0	AlphaFold	1	"[""4969636at2759""]"	"[""Ascomycota""]"	432	432	87.30268518518521	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M005936	22	22	23	23	0	AlphaFold	1	"[""530740at2759""]"	"[""Ascomycota""]"	325	411	68.94502020387148	18	14	pending_exact_score_review	not_established_by_structural_clustering
M005943	2	2	2	2	0	AlphaFold	1	"[""5013259at2759""]"	"[""Ascomycota""]"	161	187	78.32273408177502	0	0	pending_exact_score_review	not_established_by_structural_clustering
M005956	1	1	1	1	0	AlphaFold	1	"[""5005750at2759""]"	"[""Ascomycota""]"	255	255	59.9993333333333	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M005959	1	1	1	1	0	AlphaFold	1	"[""5015712at2759""]"	"[""Ascomycota""]"	1220	1220	79.01990983606558	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M005974	38	38	38	38	0	AlphaFold	1	"[""4838864at2759""]"	"[""Ascomycota"", ""Basidiomycota""]"	696	825	70.51340654177507	15	0	pending_exact_score_review	not_established_by_structural_clustering
M005981	1	1	1	1	0	AlphaFold	1	"[""5006412at2759""]"	"[""Ascomycota""]"	690	690	66.99392753623191	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M005988	2	2	2	2	0	AlphaFold	1	"[""5001318at2759""]"	"[""Ascomycota""]"	456	467	68.17694762199929	2	0	pending_exact_score_review	not_established_by_structural_clustering
M005989	1	1	1	1	0	AlphaFold	1	"[""2852757at2759""]"	"[""Ascomycota""]"	1079	1079	70.74185356811859	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M006007	4	4	4	4	0	AlphaFold	1	"[""4975094at2759""]"	"[""Ascomycota""]"	1012	1022	81.09760491974498	0	1	pending_exact_score_review	not_established_by_structural_clustering
M006042	1	1	1	1	0	AlphaFold	1	"[""5006412at2759""]"	"[""Ascomycota""]"	529	529	69.32028355387523	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M006049	1	1	1	1	0	AlphaFold	1	"[""5005010at2759""]"	"[""Ascomycota""]"	110	110	92.30890909090905	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M006063	2	2	2	2	0	AlphaFold	1	"[""5015742at2759""]"	"[""Ascomycota""]"	413	429	84.01982619075835	0	0	pending_exact_score_review	not_established_by_structural_clustering
M006065	72	72	72	72	0	AlphaFold	1	"[""5018803at2759""]"	"[""Ascomycota"", ""Basidiomycota""]"	885	1197	62.437581257150214	72	7	pending_exact_score_review	not_established_by_structural_clustering
M006073	105	105	107	106	1	AlphaFold	2	"[""160487at2759"", ""4911644at2759""]"	"[""Ascomycota"", ""Basidiomycota"", ""Blastocladiomycota"", ""Filasterea""]"	836	999	67.88521739130434	85	0	pending_exact_score_review	not_established_by_structural_clustering
M006077	2	2	2	2	0	AlphaFold	1	"[""776280at2759""]"	"[""Ascomycota""]"	539	566	88.75144700957804	0	0	pending_exact_score_review	not_established_by_structural_clustering
M006084	9	9	11	11	0	AlphaFold	1	"[""5001318at2759""]"	"[""Ascomycota""]"	577	682	74.74643103448268	1	0	pending_exact_score_review	not_established_by_structural_clustering
M006086	1	1	1	1	0	AlphaFold	1	"[""4843824at2759""]"	"[""Ascomycota""]"	847	847	87.71720188902003	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M006094	2	2	2	2	0	AlphaFold	1	"[""5004265at2759""]"	"[""Ascomycota""]"	261	262	72.1253982773244	1	0	pending_exact_score_review	not_established_by_structural_clustering
M006110	1	1	1	1	0	AlphaFold	1	"[""5001280at2759""]"	"[""Ascomycota""]"	633	633	73.59064770932062	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M006134	1	1	1	1	0	AlphaFold	1	"[""4613677at2759""]"	"[""Ascomycota""]"	139	139	72.29755395683448	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M006163	10	10	10	10	0	AlphaFold	1	"[""4803900at2759""]"	"[""Ascomycota""]"	120	129	93.02263016528929	0	0	pending_exact_score_review	not_established_by_structural_clustering
M006176	1	1	1	1	0	AlphaFold	1	"[""5005750at2759""]"	"[""Ascomycota""]"	128	128	75.36562499999998	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M006188	14	14	14	14	0	AlphaFold;ESMFold	1	"[""760428at2759""]"	"[""Ascomycota"", ""Basidiomycota""]"	304	343	93.92524936332762	0	0	pending_exact_score_review	not_established_by_structural_clustering
M006198	3	3	3	3	0	AlphaFold	1	"[""4843240at2759""]"	"[""Ascomycota""]"	623	649	77.67886035312996	0	0	pending_exact_score_review	not_established_by_structural_clustering
M006226	2	2	2	2	0	AlphaFold	1	"[""4803900at2759""]"	"[""Ascomycota""]"	126	135	90.49351058201054	0	0	pending_exact_score_review	not_established_by_structural_clustering
M006264	1	1	1	1	0	AlphaFold	1	"[""707202at2759""]"	"[""Ascomycota""]"	726	726	60.155523415977974	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M006270	1	1	1	1	0	AlphaFold	1	"[""530740at2759""]"	"[""Ascomycota""]"	312	312	68.82676282051284	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M006344	1	1	1	1	0	AlphaFold	1	"[""4813267at2759""]"	"[""Ascomycota""]"	838	838	67.71605011933178	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M006355	1	1	1	1	0	AlphaFold	1	"[""530740at2759""]"	"[""Ascomycota""]"	281	281	68.35928825622774	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M006361	3	3	3	3	0	AlphaFold	1	"[""4837017at2759""]"	"[""Ascomycota""]"	235	246	92.36472340425522	0	0	pending_exact_score_review	not_established_by_structural_clustering
M006377	6	6	6	6	0	AlphaFold	1	"[""5001156at2759""]"	"[""Ascomycota""]"	292	430	86.38909701657614	0	1	pending_exact_score_review	not_established_by_structural_clustering
M006389	1	1	1	1	0	AlphaFold	1	"[""4986044at2759""]"	"[""Ascomycota""]"	814	814	58.61329238329237	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M006394	12	12	15	15	0	AlphaFold;ESMFold	1	"[""129234at2759""]"	"[""Ascomycota""]"	176	225	90.85895447761197	1	0	pending_exact_score_review	not_established_by_structural_clustering
M006409	1	1	1	1	0	AlphaFold	1	"[""5006412at2759""]"	"[""Ascomycota""]"	729	729	65.46615912208512	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M006432	1	1	1	1	0	AlphaFold	1	"[""5001318at2759""]"	"[""Ascomycota""]"	569	569	62.48427065026369	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M006448	6	6	6	6	0	AlphaFold;ESMFold	1	"[""4803900at2759""]"	"[""Ascomycota""]"	121	137	92.99417050535159	0	0	pending_exact_score_review	not_established_by_structural_clustering
M006455	17	17	17	17	0	AlphaFold	1	"[""4940884at2759""]"	"[""Ascomycota""]"	976	1234	61.55305156382078	17	2	pending_exact_score_review	not_established_by_structural_clustering
M006467	4	4	4	4	0	AlphaFold	1	"[""4986044at2759""]"	"[""Ascomycota""]"	662	806	67.98750668478085	3	0	pending_exact_score_review	not_established_by_structural_clustering
M006471	1	1	1	1	0	AlphaFold	1	"[""5013259at2759""]"	"[""Ascomycota""]"	147	147	79.60863945578225	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M006481	1	1	1	1	0	AlphaFold	1	"[""5005215at2759""]"	"[""Ascomycota""]"	992	992	67.78675403225802	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M006494	5	5	7	7	0	AlphaFold	1	"[""4613677at2759""]"	"[""Ascomycota""]"	133	145	71.54934306569344	1	0	pending_exact_score_review	not_established_by_structural_clustering
M006497	1	1	1	1	0	AlphaFold	1	"[""4977163at2759""]"	"[""Ascomycota""]"	401	401	83.12204488778059	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M006505	2	2	2	2	0	AlphaFold	1	"[""5005274at2759""]"	"[""Ascomycota""]"	386	411	68.21505524879288	2	0	pending_exact_score_review	not_established_by_structural_clustering
M006510	14	14	14	13	1	AlphaFold	1	"[""4843240at2759""]"	"[""Amoebozoa"", ""Ascomycota"", ""Basidiomycota""]"	707	879	71.56431551116327	4	0	pending_exact_score_review	not_established_by_structural_clustering
M006520	95	95	98	98	0	AlphaFold;ESMFold	1	"[""5015742at2759""]"	"[""Ascomycota"", ""Basidiomycota""]"	475	591	82.55851145038167	0	0	pending_exact_score_review	not_established_by_structural_clustering
M006540	1	1	1	1	0	AlphaFold	1	"[""538728at2759""]"	"[""Ascomycota""]"	1011	1011	55.338714144411504	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M006560	1	1	1	1	0	AlphaFold	1	"[""5015403at2759""]"	"[""Ascomycota""]"	424	424	92.11212264150946	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M006562	1	1	1	1	0	AlphaFold	1	"[""5013067at2759""]"	"[""Ascomycota""]"	461	461	83.37355748373103	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M006567	1	1	1	1	0	AlphaFold	1	"[""5005010at2759""]"	"[""Ascomycota""]"	117	117	91.62529914529912	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M006570	1	1	1	1	0	AlphaFold	1	"[""4896098at2759""]"	"[""Ascomycota""]"	206	206	78.02665048543686	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M006589	51	51	51	51	0	AlphaFold	1	"[""5004391at2759""]"	"[""Ascomycota"", ""Basidiomycota""]"	1002	1244	67.68547024952018	50	0	pending_exact_score_review	not_established_by_structural_clustering
M006593	1	1	1	1	0	AlphaFold	1	"[""530740at2759""]"	"[""Basidiomycota""]"	359	359	65.59685236768806	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M006594	3	3	3	3	0	AlphaFold	1	"[""4977863at2759""]"	"[""Ascomycota"", ""Glomeromycota"", ""Neocallimastigomycota""]"	429	527	91.36491836734692	0	0	pending_exact_score_review	not_established_by_structural_clustering
M006598	1	1	1	1	0	AlphaFold	1	"[""5004599at2759""]"	"[""Glomeromycota""]"	614	614	77.0806188925081	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M006633	1	1	1	1	0	AlphaFold	1	"[""260326at2759""]"	"[""Ascomycota""]"	317	317	63.57302839116724	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M006635	172	172	109	109	0	AlphaFold	3	"[""4987397at2759"", ""5000870at2759"", ""5015647at2759""]"	"[""Ascomycota"", ""Basidiomycota"", ""Rozellomycota""]"	810	1112	69.28997108311856	128	6	pending_exact_score_review	not_established_by_structural_clustering
M006659	1	1	1	1	0	AlphaFold	1	"[""5003856at2759""]"	"[""Ascomycota""]"	521	521	63.83105566218812	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M006672	35	35	37	37	0	AlphaFold	1	"[""4838864at2759""]"	"[""Ascomycota""]"	596	655	73.67216981132081	1	0	pending_exact_score_review	not_established_by_structural_clustering
M006678	1	1	1	1	0	AlphaFold	1	"[""4969018at2759""]"	"[""Ascomycota""]"	922	922	70.49889370932749	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M006682	1	1	1	1	0	AlphaFold	1	"[""5005010at2759""]"	"[""Ascomycota""]"	117	117	91.9303418803419	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M006695	1	1	1	1	0	AlphaFold	1	"[""4613677at2759""]"	"[""Ascomycota""]"	633	633	68.12011058451827	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M006697	1	1	1	1	0	AlphaFold	1	"[""4940884at2759""]"	"[""Ascomycota""]"	1225	1225	59.04488163265315	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M006731	1	1	1	1	0	AlphaFold	1	"[""5005750at2759""]"	"[""Ascomycota""]"	209	209	56.51411483253589	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M006764	2	2	2	2	0	AlphaFold	1	"[""530740at2759""]"	"[""Ascomycota""]"	334	339	68.60101725752031	2	0	pending_exact_score_review	not_established_by_structural_clustering
M006766	1	1	1	1	0	AlphaFold	1	"[""5004118at2759""]"	"[""Ascomycota""]"	532	532	76.82103383458654	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M006771	10	10	13	13	0	AlphaFold	1	"[""4803900at2759""]"	"[""Ascomycota""]"	120	133	92.08512999999996	0	0	pending_exact_score_review	not_established_by_structural_clustering
M006773	1	1	1	1	0	AlphaFold	1	"[""4838864at2759""]"	"[""Ascomycota""]"	942	942	75.67738853503177	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M006775	1	1	1	1	0	AlphaFold	1	"[""4900375at2759""]"	"[""Ascomycota""]"	736	736	58.15293478260871	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M006777	3	3	3	3	0	AlphaFold	1	"[""5013726at2759""]"	"[""Ascomycota""]"	182	183	92.18387978142081	0	0	pending_exact_score_review	not_established_by_structural_clustering
M006785	1	1	1	1	0	AlphaFold	1	"[""4867008at2759""]"	"[""Ascomycota""]"	649	649	50.02129429892141	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M006787	1	1	1	1	0	AlphaFold	1	"[""4896098at2759""]"	"[""Ascomycota""]"	205	205	76.86429268292683	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M006803	1	1	1	1	0	AlphaFold	1	"[""4986044at2759""]"	"[""Ascomycota""]"	767	767	60.988813559322146	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M006824	14	14	14	14	0	AlphaFold	1	"[""5001280at2759""]"	"[""Ascomycota""]"	779	1024	74.72544823982463	1	6	pending_exact_score_review	not_established_by_structural_clustering
M006845	21	21	21	21	0	AlphaFold;ESMFold	1	"[""540946at2759""]"	"[""Ascomycota"", ""Basidiomycota"", ""Glomeromycota"", ""Mucoromycota""]"	402	482	89.29659673659671	0	0	pending_exact_score_review	not_established_by_structural_clustering
M006846	1	1	1	1	0	AlphaFold	1	"[""5013539at2759""]"	"[""Olpidiomycota""]"	308	308	51.78659090909092	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M006847	1	1	1	1	0	AlphaFold	1	"[""5004327at2759""]"	"[""Olpidiomycota""]"	634	634	80.27140378548906	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M006848	1	1	1	1	0	AlphaFold	1	"[""5011777at2759""]"	"[""Olpidiomycota""]"	828	828	55.81718599033811	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M006849	1	1	1	1	0	AlphaFold	1	"[""5001156at2759""]"	"[""Olpidiomycota""]"	534	534	59.00812734082396	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M006852	1	1	1	1	0	AlphaFold	1	"[""5017019at2759""]"	"[""Olpidiomycota""]"	264	264	64.82655303030306	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M006853	18	18	18	18	0	AlphaFold;ESMFold	1	"[""5003972at2759""]"	"[""Ascomycota"", ""Basidiomycota"", ""Olpidiomycota"", ""Zoopagomycota""]"	262	346	86.80672149825538	1	2	pending_exact_score_review	not_established_by_structural_clustering
M006855	1	1	1	0	1	AlphaFold	1	"[""5005274at2759""]"	"[""Amoebozoa""]"	530	530	59.95256603773581	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M006865	105	105	113	113	0	AlphaFold;ESMFold	1	"[""707202at2759""]"	"[""Ascomycota"", ""Basidiomycota"", ""Neocallimastigomycota""]"	358	460	86.0659045226131	0	0	pending_exact_score_review	not_established_by_structural_clustering
M006869	2	2	2	2	0	AlphaFold	1	"[""5006412at2759""]"	"[""Ascomycota""]"	723	740	66.45401927030764	2	0	pending_exact_score_review	not_established_by_structural_clustering
M006870	113	113	117	117	0	AlphaFold;ESMFold	1	"[""4969018at2759""]"	"[""Ascomycota"", ""Basidiomycota"", ""Blastocladiomycota"", ""Glomeromycota"", ""Mortierellomycota""]"	438	564	81.82303092783499	0	4	pending_exact_score_review	not_established_by_structural_clustering
M006873	4	4	4	4	0	AlphaFold;ESMFold	1	"[""5001413at2759""]"	"[""Ascomycota""]"	225	230	92.20914459228516	0	0	pending_exact_score_review	not_established_by_structural_clustering
M006901	6	6	6	6	0	AlphaFold	1	"[""4843240at2759""]"	"[""Ascomycota""]"	839	880	71.99169108503818	0	0	pending_exact_score_review	not_established_by_structural_clustering
M006917	3	3	3	3	0	AlphaFold;ESMFold	1	"[""4843824at2759""]"	"[""Ascomycota""]"	190	210	84.82857142857141	0	0	pending_exact_score_review	not_established_by_structural_clustering
M006921	1	1	1	1	0	AlphaFold	1	"[""4613677at2759""]"	"[""Ascomycota""]"	134	134	71.01104477611938	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M006929	1	1	1	1	0	AlphaFold	1	"[""4986044at2759""]"	"[""Ascomycota""]"	909	909	60.95838283828379	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M006937	2	2	2	2	0	AlphaFold	1	"[""4940884at2759""]"	"[""Ascomycota""]"	1101	1141	62.71755424317472	2	1	pending_exact_score_review	not_established_by_structural_clustering
M006945	2	2	2	2	0	AlphaFold	1	"[""5005750at2759""]"	"[""Ascomycota""]"	107	118	85.44887018849988	0	0	pending_exact_score_review	not_established_by_structural_clustering
M006951	1	1	1	1	0	AlphaFold	1	"[""5001318at2759""]"	"[""Ascomycota""]"	553	553	75.41802893309217	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M006952	2	2	2	2	0	AlphaFold	1	"[""129234at2759""]"	"[""Ascomycota""]"	471	529	78.07077037152979	0	0	pending_exact_score_review	not_established_by_structural_clustering
M006981	3	3	3	3	0	AlphaFold	1	"[""4896098at2759""]"	"[""Ascomycota""]"	207	246	78.09349593495932	0	0	pending_exact_score_review	not_established_by_structural_clustering
M006987	2	2	2	2	0	AlphaFold	1	"[""4977863at2759""]"	"[""Basidiomycota""]"	553	590	74.78267517700067	0	0	pending_exact_score_review	not_established_by_structural_clustering
M006988	81	81	81	80	1	AlphaFold;ESMFold	2	"[""4971272at2759"", ""5013042at2759""]"	"[""Ascomycota"", ""Basidiomycota"", ""Glomeromycota"", ""Mortierellomycota"", ""Mucoromycota"", ""Nucleariida"", ""Zoopagomycota""]"	421	550	77.79465306122454	0	0	pending_exact_score_review	not_established_by_structural_clustering
M006990	99	99	103	103	0	AlphaFold;ESMFold	1	"[""4747214at2759""]"	"[""Ascomycota"", ""Basidiobolomycota"", ""Basidiomycota"", ""Kickxellomycota"", ""Mortierellomycota""]"	141	167	73.68899536132812	28	0	pending_exact_score_review	not_established_by_structural_clustering
M006992	99	99	105	105	0	AlphaFold	1	"[""288615at2759""]"	"[""Ascomycota"", ""Basidiobolomycota"", ""Basidiomycota"", ""Kickxellomycota""]"	620	806	79.07974025974016	0	0	pending_exact_score_review	not_established_by_structural_clustering
M006993	68	68	59	59	0	AlphaFold;ESMFold	2	"[""4971272at2759"", ""5013042at2759""]"	"[""Ascomycota"", ""Basidiomycota""]"	416	599	80.03462199508334	0	9	pending_exact_score_review	not_established_by_structural_clustering
