entry_id	taxon_id	protein_id	sequence_id	query_source	protein_length	gene_ids_json	gene_mapping_status	representative_decision	TFIIB_hits	BRF1_hits	Zn_Ribbon_TF_hits	selected_busco_markers_json	pair_status	species_name	study_role	lineage_group	BRF1_evidence_class	selected_focal_marker	curated_hybrid_taxon	interpretation	best_split_side	class_disagrees_with_split
G0000294	F147570	KAF2147761.1	S3f51340543b07e58e6b98efb154f3318f44a50db6649e339100debfe157ee1cf	additional_full_proteome	360	"[""gene-K461DRAFT_283351""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Myriangium duriaei	ingroup	Ascomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000295	F147570	KAF2153164.1	Sd36b774ed7c34571367ce2f0b8510c8ec3103ef9f01e7d1a9365b78ae3ea1061	marker-inputs-v1	579	"[""gene-K461DRAFT_207549""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	0	"[""4986044at2759""]"	eligible_ordered_pair	Myriangium duriaei	ingroup	Ascomycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0000297	F147573	KAF2860257.1	S0137c53d34a1130258eb2d315d394c9c5c0747f76d6dacb802b10d89c1e31101	marker-inputs-v1	622	"[""gene-K470DRAFT_247499""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	0	"[""4986044at2759""]"	eligible_ordered_pair	Piedraia hortae	ingroup	Ascomycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0000298	F147573	KAF2860307.1	S45bcdc0ad339bf85d7c3d64b1559db24f6a74af8ce8a1f22d0b00b75a60bc157	additional_full_proteome	345	"[""gene-K470DRAFT_286916""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	0	[]	eligible_ordered_pair	Piedraia hortae	ingroup	Ascomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000299	F147573	KAF2861032.1	S68e923ecd184436933fa08ff992ae85009ce69a4a7a10662847b5f0e4590f14b	additional_full_proteome	340	"[""gene-K470DRAFT_257377""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Piedraia hortae	ingroup	Ascomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000300	F148304	KLU84682.1	S25259f184d1f131da01c9b2466da2febdbd6bac6cf3c47ba5f891f3de6f95dbf	additional_full_proteome	347	"[""gene-MAPG_03721""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Magnaporthiopsis poae	ingroup	Ascomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000301	F148304	KLU91445.1	S76ee3f2596569948e4ce605f3d8179f63dea5c63bdd9666485c2b09069ba5e97	marker-inputs-v1	732	"[""gene-MAPG_09965""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	0	"[""4986044at2759""]"	eligible_ordered_pair	Magnaporthiopsis poae	ingroup	Ascomycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0000302	F148305	XP_030976520.1	Sc9c8e6162199d76b3064e19da6369e079a1544e26c6d0dd73cfedc18f5705698	marker-inputs-v1	703	"[""gene-PgNI_11679""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	0	"[""4986044at2759""]"	eligible_ordered_pair	Pyricularia grisea	ingroup	Ascomycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0000303	F148313	CAN8101979.1	Scc73b67a66e0059a2271d283445689103370c4ac1ff9815575ee87d0fbef10a1	additional_full_proteome	352	"[""gene-DDAS111_LOCUS6224""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Discula destructiva	ingroup	Ascomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000304	F148313	CAN8102684.1	S7ca5b15660a59c7fa8886c63dacea190486207931f9a37e988e12e23e8e0ed50	marker-inputs-v1	788	"[""gene-DDAS111_LOCUS6859""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	0	"[""4986044at2759""]"	eligible_ordered_pair	Discula destructiva	ingroup	Ascomycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0000305	F1498855	KAI3659879.1	S72acf7127d3548af806ca7dbc05977f1541f0f1ed0369c85c5d458d8022ea42c	marker-inputs-v1	504	"[""gene-MP638_003379""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	1	"[""4986044at2759""]"	eligible_ordered_pair	Amoeboaphelidium occidentale	ingroup	Aphelidiomycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0000306	F1498855	KAI3662357.1	Sa9c996f3ddd3f8a16cfd4486956421415b839235aa2bf62ef418f90294298222	additional_full_proteome	369	"[""gene-MP638_004881""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Amoeboaphelidium occidentale	ingroup	Aphelidiomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000307	F1500003	KAI9137914.1	S41187bf917ec622bcbb63b81a9e35790e9431fe971bd75e7b1edc65c6eedd144	marker-inputs-v1	638	"[""gene-BKA69DRAFT_1031955""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	1	"[""4986044at2759""]"	eligible_ordered_pair	Paraphysoderma sedebokerense	ingroup	Blastocladiomycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0000308	F1500003	KAI9138302.1	S82633508a779e78a58c342f69335f519dd8d747ebc64975ce19da2e89bff5408	additional_full_proteome	340	"[""gene-BKA69DRAFT_1092733""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Paraphysoderma sedebokerense	ingroup	Blastocladiomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000310	F1504668	KAF2096962.1	S505300b9f4143b116fe2eb589c1fe697d42aef89b45e356cbb35f4da9caa3e3a	marker-inputs-v1	784	"[""gene-NA57DRAFT_77212""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	0	"[""4986044at2759""]"	eligible_ordered_pair	Rhizodiscina lignyota	ingroup	Ascomycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0000311	F1504668	KAF2097281.1	Sd2c778e96457d5137b88fc276d67f4ddad047bbd51a10e2bed1d024b9b3ca7d8	additional_full_proteome	352	"[""gene-NA57DRAFT_41378""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Rhizodiscina lignyota	ingroup	Ascomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000312	F1506992	KAH8886891.1	Se3c00804853a7c381a534b36ab391a55f810366542251d8171770cb716c36d5f	additional_full_proteome	345	"[""gene-GQ53DRAFT_750094""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Thozetella sp. PMI_491	ingroup	Ascomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000313	F1506992	KAH8895829.1	Sb019da466df88b6579dd54237738314d8365d9969f3d1a105e0d0eb4c75b243d	marker-inputs-v1	827	"[""gene-GQ53DRAFT_596595""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	0	"[""4986044at2759""]"	eligible_ordered_pair	Thozetella sp. PMI_491	ingroup	Ascomycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0000314	F1507870	OQO01292.1	S78a9d7e259b6c9480f1e2bcad1caa131fbd970946093def59977238b1b8c1c2a	additional_full_proteome	363	"[""gene-B0A48_12845""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Cryoendolithus antarcticus	ingroup	Ascomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000315	F1507870	OQO07814.1	S83638d41007d6fd23f9d4b797c141bec13c3aa2dcf18ae5e1e9ed63eb920e239	additional_full_proteome	1050	"[""gene-B0A48_06605""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	0	[]	eligible_ordered_pair	Cryoendolithus antarcticus	ingroup	Ascomycota	BRF1_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0000316	F1507870	OQO10494.1	S0eff72c6abbcb4028634330b17999513b104ae3a65ad917586d105dbcc45d6a2	marker-inputs-v1	811	"[""gene-B0A48_03791""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	0	"[""4986044at2759""]"	eligible_ordered_pair	Cryoendolithus antarcticus	ingroup	Ascomycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0000317	F1507870	OQO10652.1	Sfecc480202226b8528d7f94716f15d60ab9885e650e1f501700fbf8f6e6263a0	additional_full_proteome	361	"[""gene-B0A48_03950""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Cryoendolithus antarcticus	ingroup	Ascomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000318	F1507873	KAK5139523.1	S739259e203ce10707770306bdde216e6a731a1d6c1de48e5610e5a2dfef58590	marker-inputs-v1	676	"[""gene-LTR32_007382""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	0	"[""4986044at2759""]"	eligible_ordered_pair	Rachicladosporium monterosium	ingroup	Ascomycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0000319	F1507873	KAK5143726.1	S7e535a0b2ab8351d64c9c7799e813fc7d14edba86ef57c608533d323df116638	additional_full_proteome	250	"[""gene-LTR32_004208""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	0	[]	eligible_ordered_pair	Rachicladosporium monterosium	ingroup	Ascomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000321	F150792	KAF8514878.1	S6fcc0d6b3d7727d23e17f7d5f0bd263ab6e1bc6d3541a2a1f31e93c3c45fcf2e	additional_full_proteome	350	"[""gene-BU17DRAFT_76987""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Hysterangium stoloniferum	ingroup	Basidiomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000322	F150792	KAF8526611.1	S5f0e77f90eeb0e13437a8afee78152cf3557430542347402e2b9388f4473d488	marker-inputs-v1	711	"[""gene-BU17DRAFT_62100""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	1	"[""4986044at2759""]"	eligible_ordered_pair	Hysterangium stoloniferum	ingroup	Basidiomycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0000327	F1520584	KAJ1967352.1	Scb975caa3383e23509a8b12b062d503902ce7ba68ac4fb69761a042c959df94f	additional_full_proteome	313	"[""gene-IWQ62_001919""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Dispira parvispora	ingroup	Kickxellomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000328	F1522189	XP_025367439.1	Sbb4cbac3603627b711df512be421dbcefcc8e5787db57dd119306b006ab2fc6a	marker-inputs-v1	672	"[""gene-IE81DRAFT_233162""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	0	"[""4986044at2759""]"	eligible_ordered_pair	Ceraceosorus guamensis	ingroup	Basidiomycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0000329	F1522189	XP_025371089.1	Sd9933ec4165d0d29a7fec68f06a9320094d03e72c57b62f66b35776f18c79d6a	additional_full_proteome	390	"[""gene-IE81DRAFT_321843""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Ceraceosorus guamensis	ingroup	Basidiomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000330	F152956	KAN0109589.1	Sdb3a5bb314289c408c5e33be42ea51d219967cc4a25fea71f2107fd99c6752b2	additional_full_proteome	347	"[""gene-V8E52_009232""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Russula decolorans	ingroup	Basidiomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000331	F152956	KAN0125990.1	Sfb8e2eccf013101aa247bf6ef3adf024815c14398a3087c434efe33f4b890502	marker-inputs-v1	637	"[""gene-V8E52_001197""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	1	"[""4986044at2759""]"	eligible_ordered_pair	Russula decolorans	ingroup	Basidiomycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0000332	F1540922	TIA90838.1	S2c3c40c7d388f78794884c869c87c61c8316a6d23045a9a8df280974bb202635	additional_full_proteome	336	"[""gene-E3P99_01367""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Wallemia hederae	ingroup	Basidiomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000333	F1540922	TIA93145.1	S6836289956b1c4bd5c20133255633afcb3b88b79d88c89076ba641fd4f01c099	marker-inputs-v1	880	"[""gene-E3P99_00248""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	0	"[""4986044at2759""]"	eligible_ordered_pair	Wallemia hederae	ingroup	Basidiomycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0000334	F1542792	KAL9083600.1	S29e60db01cdb1d4e2c6177ae9781f9cbfd4dfc6c87cf0af3c00a96e8f324144b	additional_full_proteome	1375	"[""gene-Q9159_005671""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	0	[]	eligible_ordered_pair	Coniocarpon cinnabarinum	ingroup	Ascomycota	BRF1_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0000335	F1542792	KAL9085470.1	Sbaf4035cf9ba29be1603cebad39b70b0d0545190a668cb61428d0f80ee02f6cc	marker-inputs-v1	360	"[""gene-Q9159_004665""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	"[""4986044at2759""]"	eligible_ordered_pair	Coniocarpon cinnabarinum	ingroup	Ascomycota	BRF1_not_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
